0.0232075,-0.0025035751,0.115052,0.192934,-0.138217
0.0347617,0.0064797998,0.126284,0.206211,-0.123687
-0.0686615,0.0097595948,0.0253449,0.103301,-0.214652
0.0343671,0.0076404471,0.126033,0.197528,-0.117778
0.0357049,0.0038195763,0.126054,0.198482,-0.121056
0.0434391,-7.9684476314894E-005,0.134896,0.210602,-0.115066
0.0411611,-0.0049255035,0.132849,0.203303,-0.120335
0.0739324,-0.0100615565,0.164785,0.233729,-0.0814284
0.0114084,-0.0166776412,0.106899,0.18864,-0.150511
0.0314054,-0.0130421043,0.125825,0.210277,-0.1179
-4.02033E-005,0.001843832,0.0936328,0.189334,-0.152853
0.0221145,0.0126447955,0.114188,0.200495,-0.128308
0.0101876,0.0112901397,0.103264,0.194525,-0.147512
0.00890532,0.0112584376,0.102297,0.191132,-0.152219
0.11689,0.0065446616,0.208035,0.291539,-0.0402656
-0.0151777,0.0003494934,0.0761968,0.172988,-0.171006
0.0685802,-0.0084349157,0.160441,0.242829,-0.0899507
-0.00118175,-0.0032690588,0.089416,0.175869,-0.157778
0.0331102,0.0124449248,0.124827,0.215075,-0.132467
-0.0151634,0.0178769841,0.0748394,0.166215,-0.174505
0.0209664,0.0110517307,0.114435,0.218168,-0.146121
-0.0213444,0.0065000209,0.0679677,0.153851,-0.180464
-0.00416318,0.0065786637,0.088109,0.182434,-0.171387
-0.0550929,0.0063694735,0.0351061,0.123233,-0.205193
-0.105943,0.0064868998,-0.0120795,0.0825379,-0.263776
0.103364,0.0026824164,0.196301,0.29871,-0.0588528
0.0900217,0.0017533889,0.184574,0.288842,-0.0744957
0.0770108,0.0073572991,0.172219,0.277201,-0.0870584
-0.000294805,0.0037826339,0.0975885,0.215804,-0.16395
-0.039402,0.0013816256,0.0597968,0.173164,-0.19864
-0.107461,0.0044914767,0.00111535,0.111275,-0.311432
-0.131738,0.0030789708,-0.0237292,0.0842048,-0.347774
0.0835679,-0.00165291,0.183362,0.315088,-0.0797575
0.0329534,-0.0130659332,0.129154,0.245851,-0.120751
-0.0600741,-0.0141630178,0.0367663,0.136942,-0.20974
-0.0128864,0.000832454,0.0768509,0.179899,-0.168758
-0.126117,0.0062139992,-0.0251434,0.0561619,-0.309749
0.0101688,0.0053829373,0.109777,0.219331,-0.158323
-0.141492,0.0064720712,-0.0393772,0.0471796,-0.307183
0.167521,0.0078440315,0.261065,0.331787,0.0131304
0.0405995,0.0041809086,0.125305,0.17098,-0.1163
0.0120565,0.0033743652,0.0909351,0.128004,-0.164949
0.12083,-0.0002275292,0.198842,0.222096,-0.023526
-0.0110207,-0.001085047,0.0681163,0.098031,-0.148296
0.0962226,-0.0080058991,0.172231,0.184164,-0.0528068
0.0183324,-0.0102316955,0.0888097,0.105679,-0.125525
0.0287043,-0.0061229776,0.104887,0.130168,-0.107345
0.00361416,0.0038006596,0.0799703,0.102619,-0.135006
-0.141671,0.0059035768,-0.0711524,-0.0517847,-0.29081
-0.150363,0.0087367467,-0.0847529,-0.0775518,-0.316128
-0.000896692,0.0127853898,0.0619148,0.0635,-0.148011
0.0929917,0.0133274519,0.151399,0.1497,-0.0485967
0.0904637,0.0122906055,0.14976,0.148034,-0.0511963
0.105615,0.0102272844,0.165193,0.16761,-0.03494
0.111163,-5.61116059351703E-005,0.173186,0.178517,-0.0309732
0.0976494,-0.0097204276,0.155148,0.153985,-0.0413133
0.0896406,-0.018883586,0.149051,0.146306,-0.0500649
0.126566,-0.0179634693,0.188224,0.187432,-0.0142796
0.0160877,-0.0156325589,0.0753969,0.0834833,-0.125055
0.0351344,-0.0143683143,0.0915959,0.0927744,-0.101883
0.00774696,-0.007394646,0.0638921,0.0642516,-0.126796
0.0629866,-0.0034268987,0.119352,0.124599,-0.0683954
0.0105274,-0.0022564602,0.0682586,0.067827,-0.125359
0.0922553,0.0065407532,0.145737,0.138765,-0.0438984
0.128208,0.0022649534,0.182183,0.166155,-0.005137
0.11089,0.0002507966,0.164643,0.148364,-0.0228771
0.0653194,-0.003577785,0.121385,0.114514,-0.0684965
0.105469,-0.0118595174,0.158922,0.144354,-0.0277723
0.0989802,-0.0210206133,0.152763,0.145056,-0.0347086
0.0785764,-0.0248363521,0.132918,0.127961,-0.0532118
0.0964605,-0.0247610405,0.152079,0.150151,-0.0348386
0.0923323,-0.0185301735,0.148195,0.146476,-0.0424331
0.0389542,-0.0161255846,0.0948123,0.0975344,-0.0908772
0.218719,-0.0133961576,0.264553,0.243973,0.0940914
0.0739716,-0.0134917199,0.126331,0.109245,-0.0605538
0.122041,-0.0124827253,0.172295,0.136265,-0.0106017
0.19172,-0.0143764131,0.240473,0.222591,0.0641524
0.140807,-0.022657669,0.195528,0.174874,0.012845
0.0921862,-0.031045757,0.146317,0.136792,-0.0299531
0.131642,-0.032300293,0.184006,0.162177,0.00911048
0.0826174,-0.0482546122,0.132288,0.10695,-0.0387023
0.0590056,-0.0531570691,0.109418,0.0928917,-0.060824
0.107937,-0.0556947343,0.155774,0.137943,-0.00998625
0.0884233,-0.0521573119,0.141426,0.127953,-0.0341061
0.00543931,-0.0508517805,0.0553834,0.0444156,-0.107237
0.123429,-0.0507589718,0.175238,0.148218,0.00150451
0.105818,-0.0427544725,0.155252,0.128201,-0.0168276
0.142045,-0.0297707128,0.184402,0.142457,0.0128557
0.224443,-0.0205761623,0.265482,0.237488,0.108945
0.19065,-0.0150195492,0.233114,0.210919,0.0769558
0.20581,-0.0101188148,0.248372,0.227342,0.0930388
0.113579,-0.0056599803,0.164044,0.141149,-0.0054985
0.109177,-0.000649349,0.14905,0.111629,-0.013427
0.195497,0.0056919819,0.234109,0.198943,0.0787264
0.260454,0.0091577941,0.301115,0.284418,0.146469
0.194448,0.0078889178,0.237845,0.218516,0.074064
0.0971597,0.0104996607,0.147238,0.12135,-0.0252676
0.15204,0.020355935,0.201271,0.172247,0.0249709
0.133007,0.0218335322,0.186156,0.156672,0.00836712
0.0700108,0.0185869286,0.122216,0.104479,-0.0552297
0.117278,0.0215945613,0.166406,0.137721,-0.0074845
0.0777093,0.0153918823,0.127584,0.117142,-0.0454307
0.120857,0.0021631023,0.166865,0.142469,-0.00369522
0.0783226,-0.0101687937,0.126727,0.106636,-0.0412868
0.0301963,-0.0151938941,0.0827265,0.0781321,-0.083318
0.0453394,-0.0124797392,0.098401,0.100971,-0.0701301
0.117641,-0.0088642353,0.172075,0.156048,-0.00231385
0.10838,-0.002790422,0.157856,0.146296,-0.0146984
0.108145,-0.0016356307,0.159631,0.154582,-0.0132927
0.198722,0.0034616022,0.247228,0.227447,0.0824215
0.0548939,0.0046785305,0.109973,0.120588,-0.0634416
0.0879979,-0.0013881666,0.143613,0.148379,-0.0345165
0.0724803,2.64818886881619E-005,0.124372,0.105746,-0.0493841
0.125723,-0.0016967757,0.173039,0.149875,0.00509191
0.113591,-0.0039771616,0.168207,0.160261,-0.00419843
0.114854,-0.0094095987,0.169605,0.147961,-0.00557813
0.0934501,-0.0074989181,0.145687,0.133702,-0.0259468
0.0956917,-0.0063380366,0.150865,0.128105,-0.0237483
0.218607,-0.0005973409,0.27189,0.251614,0.102536
0.20465,-0.0022404888,0.257799,0.241815,0.0884972
0.159389,0.0009738875,0.210146,0.192323,0.0434862
0.0717237,0.0096020894,0.124968,0.125697,-0.0403343
0.063083,0.0228796023,0.117814,0.131967,-0.0497502
0.105219,0.0196356382,0.161783,0.154471,-0.0100502
0.0205238,0.0218212995,0.0794433,0.10078,-0.0905803
-0.0373694,0.0139750562,0.0117083,0.0376559,-0.152242
-0.0566918,0.0061955803,-0.00294518,0.0245783,-0.168599
-0.116961,-0.0030120682,-0.0623798,-0.0148327,-0.226346
-0.154575,-0.0001703294,-0.105978,-0.0589579,-0.248237
-0.193559,0.002709969,-0.14687,-0.0962168,-0.262609
-0.11187,-0.0013854689,-0.0560131,0.00104257,-0.218705
-0.202954,-0.0001032326,-0.154866,-0.0846092,-0.289716
-0.235178,-0.0027019732,-0.175893,-0.100071,-0.354273
-0.207667,-0.0049539771,-0.150066,-0.0759515,-0.314334
-0.126351,-0.0085577268,-0.0752722,-0.0312975,-0.233299
-0.234757,-0.0059689158,-0.184871,-0.111097,-0.322784
-0.184546,0.0004388679,-0.134873,-0.0713326,-0.262993
-0.239239,0.0039669951,-0.188101,-0.117762,-0.324507
-0.153025,-0.001409688,-0.0965742,-0.028362,-0.250552
-0.141979,-0.0034399238,-0.0859533,-0.0184162,-0.24281
-0.140811,-0.0050485441,-0.0847056,-0.0208364,-0.24572
-0.124064,-0.0068291356,-0.063027,0.0129979,-0.239122
-0.231305,-0.0042208597,-0.179231,-0.109564,-0.324138
-0.230948,-0.0061077096,-0.180536,-0.116959,-0.297746
-0.276017,-0.0074122166,-0.225948,-0.161569,-0.347989
-0.159362,0.0099200645,-0.0832047,-0.00988171,-0.306598
-0.248348,0.0149938008,-0.201049,-0.120261,-0.340231
-0.209424,0.0127487162,-0.147484,-0.069184,-0.320545
-0.285278,0.0126616249,-0.210001,-0.130425,-0.369979
-0.341261,0.0050789951,-0.293415,-0.218729,-0.417498
-0.610748,-0.0029072383,-0.521082,-0.353679,-0.721081
-0.56604,-0.0083509734,-0.484543,-0.330427,-0.669582
-0.563927,-0.0142696463,-0.479474,-0.346694,-0.655042
-0.674638,-0.0246149543,-0.580004,-0.402474,-0.767004
-0.679851,-0.0362472236,-0.582043,-0.385519,-0.790876
-0.625312,-0.0586401454,-0.53546,-0.359385,-0.736288
-0.74349,-0.0853054171,-0.636625,-0.420079,-0.865714
-0.486426,-0.1083838676,-0.405967,-0.21224,-0.58457
-0.540281,-0.1512761439,-0.446515,-0.207486,-0.652614
-0.495812,-0.2032103926,-0.411798,-0.220499,-0.596456
-0.513518,-0.2434018849,-0.427747,-0.253171,-0.613225
-0.469267,-0.2868700748,-0.38915,-0.222746,-0.566316
-0.513528,-0.3421323207,-0.427664,-0.269722,-0.614486
-0.585491,-0.3870001649,-0.483564,-0.255698,-0.701049
-0.699829,-0.441423336,-0.601123,-0.396775,-0.815558
-0.891919,-0.5093918898,-0.782933,-0.559711,-0.992145
-0.88536,-0.588792893,-0.778916,-0.569229,-0.998836
-0.861924,-0.6567329986,-0.762113,-0.556707,-0.967784
-0.816574,-0.745340103,-0.716014,-0.522803,-0.920392
-0.870566,-0.8312278316,-0.766641,-0.554396,-0.971378
-0.996609,-0.9125858748,-0.894109,-0.703537,-1.09049
-0.903494,-0.9660886173,-0.79744,-0.614094,-1.0118
-0.870436,-0.9905772378,-0.760033,-0.574385,-0.976702
-0.823998,-0.9943006575,-0.715338,-0.53543,-0.94337
-0.797005,-0.9852933604,-0.692495,-0.509285,-0.926069
