x,y,z,yaw,velocity,change_flag
70.9947,23.1841,4.8384,1.7052,0.0000,0
70.7964,24.1768,4.7209,1.7478,0.0000,0
70.5904,25.1850,4.6746,1.7048,0.0000,0
70.4577,26.2383,4.6566,1.6047,0.0000,0
70.3128,27.2369,4.6392,1.6705,0.0000,0
70.2068,28.2723,4.6034,1.6445,0.0000,0
70.0674,29.3351,4.5390,1.6282,0.0000,0
69.9913,30.4069,4.5676,1.6474,0.0000,0
69.8538,31.4291,4.4998,1.5549,0.0000,0
69.9043,32.4524,4.5210,1.5527,0.0000,0
69.8677,33.5180,4.4862,1.4990,0.0000,0
69.8577,34.6027,4.4833,1.5248,0.0000,0
69.8332,35.6158,4.4543,1.5386,0.0000,0
69.8726,36.6616,4.4245,1.5198,0.0000,0
69.8824,37.7475,4.4109,1.5179,0.0000,0
69.8763,38.7803,4.3568,1.5009,0.0000,0
69.7940,39.8098,4.3195,1.8986,0.0000,0
69.2650,40.6636,4.2802,2.1388,0.0000,0
68.6201,41.4368,4.1715,2.1817,0.0000,0
68.0459,42.3262,4.1603,2.2994,0.0000,0
67.0918,42.8868,4.0622,2.6650,0.0000,0
66.1195,43.1512,3.9399,2.8691,0.0000,0
65.1384,43.3617,3.8881,2.8774,0.0000,0
64.0976,43.6661,3.7780,2.8716,0.0000,0
63.0261,43.8577,3.6727,2.8831,0.0000,0
61.9650,43.9185,3.5825,3.0126,0.0000,0
60.9567,44.0209,3.4695,3.0373,0.0000,0
59.9467,44.1105,3.4239,3.0379,0.0000,0
58.8782,44.2101,3.3175,3.0050,0.0000,0
57.8276,44.1928,3.2335,3.0945,0.0000,0
56.7770,44.1511,3.1846,-3.0284,0.0000,0
55.7476,43.9796,3.0923,-3.0198,0.0000,0
54.6867,43.8471,3.0350,3.1119,0.0000,0
53.6231,43.7730,2.9466,-3.0922,0.0000,0
52.6230,43.7605,2.8869,3.0822,0.0000,0
51.5427,43.8070,2.8094,2.9451,0.0000,0
50.5369,43.9469,2.6984,2.9607,0.0000,0
49.5286,44.0908,2.5974,2.9675,0.0000,0
48.4963,44.2183,2.4434,3.0036,0.0000,0
47.4449,44.2952,2.3962,2.9989,0.0000,0
46.4409,44.3841,2.3114,2.9828,0.0000,0
45.3129,44.5583,2.2542,2.9622,0.0000,0
44.2861,44.6823,2.1558,2.9740,0.0000,0
43.2578,44.7832,2.1128,2.9775,0.0000,0
42.2083,44.9648,2.0374,2.9907,0.0000,0
41.1813,45.1597,1.9362,2.9712,0.0000,0
40.1355,45.1817,1.8580,2.9675,0.0000,0
39.1225,45.3742,1.7327,2.9730,0.0000,0
38.0834,45.4755,1.6846,2.9760,0.0000,0
37.0609,45.6189,1.5696,3.0592,0.0000,0
36.0376,45.6453,1.5082,3.0107,0.0000,0
35.0016,45.7381,1.4090,3.0178,0.0000,0
33.9923,45.8230,1.3179,3.0210,0.0000,0
32.9923,45.8781,1.2421,3.0083,0.0000,0
31.9800,45.9794,1.1418,3.0101,0.0000,0
30.9447,46.1068,1.0798,3.0047,0.0000,0
29.9094,46.1697,0.9571,3.0056,0.0000,0
28.8299,46.2945,0.8560,2.9806,0.0000,0
27.8067,46.3996,0.7826,2.9936,0.0000,0
26.7330,46.5168,0.7496,2.9899,0.0000,0
25.6434,46.6280,0.6942,2.9740,0.0000,0
24.5623,46.7657,0.6369,2.9845,0.0000,0
23.5637,46.8209,0.6369,3.0163,0.0000,0
22.5593,46.9369,0.5559,3.0141,0.0000,0
21.4535,47.0512,0.5069,2.9972,0.0000,0
20.3817,47.1367,0.4197,3.0216,0.0000,0
19.3873,47.2524,0.3818,3.0092,0.0000,0
18.3684,47.3470,0.3731,3.0029,0.0000,0
17.2662,47.4612,0.3395,3.0142,0.0000,0
16.2569,47.5307,0.2841,3.0082,0.0000,0
15.2237,47.5878,0.2572,3.0143,0.0000,0
14.1642,47.7089,0.1924,3.0141,0.0000,0
13.1229,47.7522,0.1351,2.9987,0.0000,0
12.1144,47.9129,0.0355,3.0482,0.0000,0
11.0202,47.8110,-0.0182,3.1173,0.0000,0
10.0128,47.8538,-0.0784,3.1103,0.0000,0
8.9621,47.7991,-0.1980,3.1068,0.0000,0
7.9475,47.8419,-0.2613,3.0989,0.0000,0
6.9402,47.8521,-0.3478,3.0816,0.0000,0
5.8425,47.8782,-0.4116,3.0812,0.0000,0
4.7830,47.9012,-0.4326,3.0723,0.0000,0
3.7441,47.9212,-0.4957,3.0094,0.0000,0
2.6715,48.0138,-0.5288,3.0309,0.0000,0
1.6736,48.0890,-0.5943,3.0205,0.0000,0
0.6713,48.1312,-0.6337,3.0252,0.0000,0
-0.3715,48.2393,-0.6691,3.0350,0.0000,0
-1.4077,48.2902,-0.7067,3.0140,0.0000,0
-2.4846,48.4095,-0.6987,3.0159,0.0000,0
-3.5635,48.4932,-0.7784,3.0154,0.0000,0
-4.6173,48.5930,-0.7751,3.0164,0.0000,0
-5.6682,48.7072,-0.8132,3.0044,0.0000,0
-6.7255,48.7910,-0.8611,3.0052,0.0000,0
-7.7703,48.9074,-0.9103,3.0043,0.0000,0
-8.8245,48.9914,-0.9760,3.0019,0.0000,0
-9.8524,49.0922,-1.0460,2.9977,0.0000,0
-10.9118,49.2267,-1.0623,2.9928,0.0000,0
-11.9289,49.2895,-1.0898,3.0738,0.0000,0
-12.9422,49.2892,-1.1472,-3.0236,0.0000,0
-13.9922,49.1317,-1.1984,-3.0545,0.0000,0
-14.9881,49.0310,-1.2101,-3.0800,0.0000,0
-16.0416,48.9494,-1.2741,-3.0815,0.0000,0
-17.0927,48.8088,-1.2852,-3.0825,0.0000,0
-18.1298,48.7027,-1.3031,-3.0999,0.0000,0
-19.1833,48.6138,-1.4142,-3.1032,0.0000,0
-20.1893,48.6356,-1.4943,2.9226,0.0000,0
-21.2098,48.9126,-1.5672,2.7720,0.0000,0
-22.2073,49.2928,-1.6007,2.7509,0.0000,0
-23.2135,49.6450,-1.7228,2.7745,0.0000,0
-24.2162,49.9081,-1.7897,2.9201,0.0000,0
-25.2331,50.0188,-1.8414,3.0021,0.0000,0
-26.2473,50.1386,-1.9194,3.0283,0.0000,0
-27.2523,49.9693,-2.0407,-3.0446,0.0000,0
-28.2570,49.9030,-2.1312,-3.0594,0.0000,0
-29.3378,49.8337,-2.2027,-3.1112,0.0000,0
-30.3884,49.8345,-2.2408,3.1110,0.0000,0
-31.4067,49.8150,-2.2659,3.0862,0.0000,0
-32.4153,49.8112,-2.3244,3.0091,0.0000,0
-33.4818,49.9605,-2.4202,2.9999,0.0000,0
-34.4905,50.0568,-2.4990,2.8953,0.0000,0
-35.5036,50.3347,-2.5236,2.6394,0.0000,0
-36.2488,51.0261,-2.6053,2.2671,0.0000,0
-36.8232,51.9405,-2.6968,1.9058,0.0000,0
-36.9364,52.9951,-2.6823,1.5817,0.0000,0
-36.9271,53.9978,-2.6881,1.5486,0.0000,0
-36.9681,55.0879,-2.6385,1.5475,0.0000,0
-36.9890,56.1425,-2.6488,1.5508,0.0000,0
-37.0194,57.1524,-2.5654,1.4977,0.0000,0
-36.9352,58.1779,-2.4794,1.4763,0.0000,0
-36.9240,59.2605,-2.4021,1.4651,0.0000,0
-36.8458,60.3345,-2.4127,1.4912,0.0000,0
-36.7703,61.3834,-2.3984,1.4918,0.0000,0
-36.6935,62.4470,-2.4137,1.4419,0.0000,0
-36.6309,63.4774,-2.5295,1.4263,0.0000,0
-36.4665,64.4856,-2.6090,1.3886,0.0000,0
-36.3241,65.4908,-2.6429,1.3847,0.0000,0
-36.2415,66.5544,-2.7001,1.4258,0.0000,0
-36.1212,67.5634,-2.7413,1.4350,0.0000,0
-35.9477,68.5823,-2.7700,1.4434,0.0000,0
-35.8383,69.5873,-2.8188,1.4132,0.0000,0
-35.6995,70.5821,-2.9427,1.4687,0.0000,0
-35.5962,71.6161,-2.9029,1.4462,0.0000,0
-35.5747,72.6287,-2.9072,1.4496,0.0000,0
-35.5343,73.6497,-2.9072,1.4683,0.0000,0
-35.5736,74.7655,-2.6260,1.4561,0.0000,0
-35.4460,75.8431,-2.5847,1.4342,0.0000,0
-36.6114,76.5939,-2.7119,1.4227,0.0000,0
-36.5012,77.6095,-2.6883,1.4501,0.0000,0
-36.1850,78.5920,-2.8112,1.4709,0.0000,0
-36.3852,79.8031,-2.7894,1.5273,0.0000,0
-36.6367,80.9443,-2.6390,1.5894,0.0000,0
-36.7444,81.9711,-2.6552,1.5714,0.0000,0
-36.9361,83.0108,-2.3712,1.5481,0.0000,0
-37.0938,84.0592,-2.2210,1.5666,0.0000,0
-37.0806,85.0796,-2.3978,1.5535,0.0000,0
-37.4338,86.0390,-2.8882,1.4589,0.0000,0
-37.3794,87.1041,-2.6600,1.4675,0.0000,0
-37.2716,88.1362,-2.5608,1.4575,0.0000,0
-37.2089,89.2098,-2.6856,1.4635,0.0000,0
-37.2251,90.4219,-2.2461,1.5509,0.0000,0
-37.7856,91.4116,-2.1445,1.6175,0.0000,0
-37.8508,92.4275,-1.8808,1.6171,0.0000,0
-37.7086,93.4433,-1.1766,1.6000,0.0000,0
-37.7186,94.5571,-0.8076,1.5830,0.0000,0
-37.6504,95.6022,-0.1903,1.5577,0.0000,0
-37.5493,97.3970,-0.1579,1.5108,0.0000,0
-37.6450,98.4188,0.1493,1.4196,0.0000,0
-37.1863,99.3091,0.1738,1.3521,0.0000,0
-37.7260,98.2065,0.1225,1.3880,0.0000,0
-39.0160,98.4776,-0.3005,1.2318,0.0000,0
-37.9507,98.4089,0.3842,1.0369,0.0000,0
-38.1819,99.3863,0.3303,0.5430,0.0000,0
-37.1774,99.4205,0.6563,0.3611,0.0000,0
-36.1871,99.5727,1.3639,0.2617,0.0000,0
-35.1581,99.8383,1.6887,0.0553,0.0000,0
-34.0910,99.9537,2.1340,0.0177,0.0000,0
-32.9719,100.0652,2.8434,0.0478,0.0000,0
-31.9473,100.1702,3.6572,-0.1034,0.0000,0
-30.9904,99.8255,3.9890,-0.1105,0.0000,0
-29.8700,99.5918,4.5697,-0.3472,0.0000,0
-28.8746,99.2853,4.5900,-0.5257,0.0000,0
-27.9292,98.7768,4.7553,-0.5334,0.0000,0
-26.9063,98.5169,4.9936,-0.5477,0.0000,0
-26.0096,97.9387,5.8283,-0.5310,0.0000,0
-25.1024,97.4490,6.2803,-0.5656,0.0000,0
-24.2962,96.8417,6.5917,-0.6047,0.0000,0
-23.3806,96.3628,7.5710,-0.6049,0.0000,0
-22.3255,95.8710,8.5774,-0.6221,0.0000,0
-21.4338,95.0896,8.7292,-0.6129,0.0000,0
-20.4754,94.5660,9.4509,-0.6544,0.0000,0
-21.2364,95.2710,10.3274,-0.6444,0.0000,0
-22.2919,95.5447,10.2597,-0.6602,0.0000,0
-20.8516,95.0277,10.4169,-0.6462,0.0000,0
-22.2300,95.8040,10.4513,-0.6589,0.0000,0
-23.3580,96.2739,9.7669,-0.6447,0.0000,0
