x,y,z,yaw,velocity,change_flag
2.0771,9.4274,0.5428,1.5360,2.5392,0
2.0860,9.5104,0.5551,1.5335,1.9614,0
2.0769,9.5646,0.5438,1.5290,0.9590,0
2.0602,9.6123,0.5591,1.5276,1.4071,0
2.0862,9.6950,0.5993,1.5306,1.5191,0
2.0999,9.7536,0.5629,1.5327,1.0189,0
2.0839,9.8090,0.5933,1.5478,2.2728,0
2.0657,9.8579,0.5853,1.5535,1.6234,0
2.0390,9.9138,0.5816,1.5691,1.6814,0
1.9985,9.9494,0.6110,1.5882,1.4243,0
1.9468,9.9683,0.5720,1.6061,2.2870,0
1.9652,10.0317,0.5687,1.6249,2.2712,0
1.9888,10.1297,0.6172,1.6556,2.4760,0
1.9602,10.1738,0.6022,1.6697,1.8264,0
2.0085,10.1967,0.6028,1.6797,1.8353,0
1.9893,10.2685,0.6252,1.6916,2.7524,0
2.0149,10.3717,0.6527,1.7161,5.0105,0
2.0353,10.4777,0.6780,1.7901,4.8455,0
2.0045,10.4023,0.6236,1.8201,3.3626,0
1.9437,10.4444,0.5642,1.8604,1.6430,0
1.8821,10.4802,0.7096,1.8969,3.5113,0
1.8439,10.5600,0.6354,1.9858,4.2895,0
1.8095,10.6189,0.6171,1.9945,2.4269,0
1.7783,10.6653,0.6022,2.0079,1.9864,0
1.7636,10.7169,0.5955,2.0373,3.2836,0
1.7782,10.7681,0.6086,2.0441,inf,0
1.7056,10.8390,0.6573,2.0563,3.8628,0
1.6557,10.8259,0.6585,2.0795,1.7721,0
1.6819,10.8871,0.6253,2.0992,2.1893,0
1.7341,10.9463,0.6152,2.1219,2.7302,0
1.6630,10.9639,0.6408,2.1805,1.4822,0
1.6099,10.9843,0.6257,2.1876,1.9656,0
1.5727,11.0218,0.6392,2.1991,1.8576,0
1.5180,11.0561,0.6059,2.2310,1.2763,0
1.4601,11.1270,0.6427,2.2623,2.4947,0
1.4414,11.2020,0.6554,2.2749,1.2728,0
1.3630,11.2439,0.6157,2.2565,1.7303,0
1.2935,11.2957,0.6145,2.2515,1.5790,0
1.2878,11.3530,0.6423,2.2526,2.0415,0
1.2522,11.4147,0.6273,2.2590,1.0806,0
1.1569,11.4701,0.6101,2.2655,2.0806,0
1.0945,11.5201,0.6197,2.2485,1.2523,0
1.0627,11.6030,0.6211,2.2311,1.4752,0
1.0251,11.6400,0.6122,2.2300,inf,0
0.9746,11.6523,0.6132,2.2300,0.9175,0
0.9269,11.6806,0.6159,2.2305,1.9078,0
0.9101,11.7384,0.5938,2.2270,1.2386,0
0.8519,11.8123,0.6465,2.2305,1.9542,0
0.8305,11.8761,0.5990,2.2355,1.6952,0
0.7741,11.8991,0.6107,2.2452,1.0079,0
0.7307,11.9282,0.6185,2.2451,1.6275,0
0.6932,11.9742,0.6217,2.2393,1.7333,0
0.6454,12.0602,0.6193,2.2285,2.8864,0
0.6044,12.1013,0.6029,2.2261,0.7406,0
0.5504,12.1279,0.6027,2.2236,1.7377,0
0.5149,12.1966,0.6222,2.2239,1.5132,0
0.4640,12.2360,0.6178,2.2263,1.9446,0
0.4443,12.2829,0.5890,2.2334,1.3600,0
0.3847,12.3371,0.5741,2.2437,1.5588,0
0.3204,12.3655,0.5933,2.2447,1.6152,0
0.2766,12.4193,0.5976,2.2312,1.7343,0
0.2502,12.4623,0.5880,2.2244,inf,0
0.2028,12.5151,0.5843,2.2167,1.0360,0
0.1641,12.5654,0.5946,2.2183,2.0721,0
0.1320,12.6091,0.5887,2.2191,0.9968,0
0.0747,12.6520,0.6048,2.2230,2.2109,0
0.0661,12.7017,0.5917,2.2268,1.5280,0
0.0010,12.7621,0.5991,2.2342,1.6453,0
-0.0522,12.7724,0.5802,2.2367,inf,0
-0.0699,12.8363,0.6180,2.2375,2.6222,0
-0.1453,12.9061,0.5856,2.2209,2.3222,0
-0.1951,12.9601,0.6123,2.2154,1.8316,0
-0.2175,13.0060,0.5715,2.2188,inf,0
-0.2599,13.0493,0.5939,2.2151,2.2214,0
-0.3005,13.0831,0.5883,2.2093,1.6480,0
-0.3399,13.1305,0.6108,2.2140,1.0048,0
-0.4166,13.2069,0.6035,2.2247,2.3502,0
-0.4107,13.2579,0.5937,2.2271,2.1092,0
-0.4614,13.2776,0.5958,2.2317,1.7286,0
-0.4960,13.3167,0.5868,2.2238,inf,0
-0.5314,13.3736,0.6070,2.2204,1.0486,0
-0.5852,13.4257,0.5918,2.2165,1.3225,0
-0.6365,13.4767,0.5794,2.2148,2.2604,0
-0.6746,13.5212,0.5807,2.2120,2.0112,0
-0.6958,13.5879,0.6152,2.2054,2.1818,0
-0.7596,13.6337,0.5989,2.2156,1.7006,0
-0.8030,13.6741,0.5570,2.2320,1.3527,0
-0.8534,13.7584,0.6119,2.2339,2.1575,0
-0.9042,13.7946,0.5878,2.2180,2.5854,0
-0.9525,13.8306,0.5406,2.2153,1.6970,0
-0.9590,13.8925,0.5882,2.2138,2.6909,0
-1.0076,13.9205,0.5982,2.2144,1.2821,0
-1.0526,13.9766,0.6201,2.2154,1.2899,0
-1.1231,14.0517,0.5999,2.2229,2.2899,0
-1.1967,14.1271,0.6079,2.2227,2.0386,0
-1.2247,14.1838,0.6066,2.2271,1.1703,0
-1.2539,14.2352,0.5919,2.2159,1.3085,0
-1.3243,14.2724,0.6058,2.2112,1.5121,0
-1.3644,14.3323,0.6226,2.2115,2.2168,0
-1.3977,14.4026,0.6278,2.2108,1.5912,0
-1.4433,14.4247,0.6091,2.2058,1.4348,0
-1.4926,14.4505,0.6197,2.2061,1.6628,0
-1.5441,14.4989,0.6197,2.2135,1.4249,0
-1.5767,14.5609,0.6160,2.2215,1.3057,0
-1.6172,14.6400,0.6346,2.2234,1.4026,0
-1.6591,14.6739,0.6338,2.2094,1.4502,0
-1.6962,14.7097,0.6535,2.2090,inf,0
-1.7693,14.8109,0.6336,2.2039,2.9863,0
-1.8248,14.8331,0.6583,2.2070,1.0414,0
-1.8343,14.8998,0.6565,2.2043,1.2562,0
-1.8873,14.9511,0.6557,2.2116,1.8771,0
-1.9567,15.0002,0.6690,2.2148,1.7389,0
-2.0156,15.0944,0.6671,2.2184,2.1138,0
-2.0399,15.1441,0.6554,2.2044,1.0437,0
-2.0895,15.1628,0.6834,2.2008,1.6690,0
-2.1111,15.2158,0.6700,2.1997,1.0038,0
-2.1300,15.2652,0.6783,2.1975,inf,0
-2.2080,15.2974,0.6947,2.2027,1.6022,0
-2.2314,15.3598,0.6465,2.2039,1.5730,0
-2.2768,15.3882,0.6805,2.2078,2.1787,0
-2.3165,15.4349,0.7053,2.2076,2.2722,0
-2.3436,15.4932,0.7089,2.2101,1.2590,0
-2.3939,15.5605,0.6999,2.2086,1.4015,0
-2.4818,15.6176,0.7141,2.2029,2.0443,0
-2.5317,15.6758,0.6952,2.1986,1.7137,0
-2.5635,15.7316,0.7326,2.1981,0.5728,0
-2.5979,15.7928,0.7364,2.1969,1.6221,0
-2.6555,15.8530,0.7229,2.1987,1.5110,0
-2.7072,15.8913,0.7067,2.2008,1.0113,0
-2.7410,15.9530,0.7524,2.2068,1.8732,0
-2.7631,16.0010,0.7155,2.2086,0.7923,0
-2.7961,16.0392,0.7410,2.2064,1.9418,0
-2.8496,16.0930,0.7478,2.1974,1.6151,0
-2.8813,16.1461,0.7228,2.1910,1.2767,0
-2.9296,16.1669,0.7520,2.1944,1.6815,0
-2.9952,16.2276,0.7596,2.1951,2.0431,0
-3.0086,16.2791,0.7246,2.1944,1.3468,0
-3.0568,16.3290,0.7331,2.2001,1.0927,0
-3.0885,16.3735,0.7664,2.2005,2.0881,0
-3.1451,16.4378,0.7904,2.2042,2.0710,0
-3.1937,16.4985,0.7675,2.1998,3.2349,0
-3.2577,16.5264,0.7732,2.1908,2.4036,0
-3.2541,16.5964,0.7809,2.1894,1.1841,0
-3.3184,16.6243,0.7741,2.1911,2.0423,0
-3.3599,16.6664,0.7606,2.1941,2.1813,0
-3.4005,16.7465,0.8047,2.1881,2.5623,0
-3.4347,16.7901,0.7904,2.1923,1.7784,0
-3.4709,16.8417,0.7733,2.1927,1.4530,0
-3.5341,16.8735,0.7808,2.1964,1.1836,0
-3.5891,16.9389,0.7994,2.1957,1.8373,0
-3.6025,16.9920,0.7774,2.1872,0.8308,0
-3.6429,17.0359,0.8074,2.1855,2.2291,0
-3.6927,17.0778,0.8122,2.1838,2.2403,0
-3.7313,17.1331,0.8122,2.1862,1.6211,0
-3.7680,17.2098,0.8165,2.1820,1.8246,0
-3.8220,17.2428,0.8006,2.1890,1.4225,0
-3.8520,17.2840,0.8021,2.1882,inf,0
-3.8892,17.3319,0.8081,2.1919,0.6876,0
-3.9284,17.3803,0.8238,2.1905,0.6398,0
-3.9958,17.4329,0.8504,2.1883,1.5522,0
-4.0253,17.4997,0.8213,2.1869,1.8562,0
-4.0711,17.5364,0.8318,2.1808,0.8231,0
-4.1405,17.5941,0.8115,2.1818,1.6431,0
-4.1765,17.6693,0.8496,2.1780,1.5333,0
-4.2142,17.7101,0.8706,2.1872,1.4331,0
-4.2366,17.7730,0.8249,2.1875,1.8162,0
-4.2797,17.8354,0.8838,2.1912,3.2969,0
-4.3412,17.8823,0.8766,2.1876,1.7390,0
-4.3941,17.9423,0.8583,2.1834,1.6209,0
-4.4405,17.9821,0.8872,2.1818,2.3235,0
-4.4734,18.0375,0.8576,2.1794,1.4700,0
-4.5058,18.0865,0.8752,2.1744,1.2576,0
-4.5502,18.1182,0.9022,2.1780,1.5821,0
-4.6086,18.1330,0.8504,2.1793,2.5503,0
-4.6138,18.2017,0.8994,2.1817,1.4306,0
-4.6585,18.2851,0.8619,2.1835,1.6349,0
-4.7209,18.3546,0.9102,2.1856,1.5465,0
-4.7639,18.4188,0.8970,2.1776,1.1402,0
-4.8156,18.4686,0.8868,2.1723,1.7305,0
-4.8500,18.5058,0.8835,2.1767,1.7950,0
-4.8828,18.5452,0.8920,2.1777,1.7818,0
-4.9252,18.5861,0.9043,2.1710,1.2890,0
-4.9722,18.6224,0.8960,2.1720,0.5503,0
-4.9987,18.6781,0.8946,2.1715,1.2253,0
-5.0376,18.7266,0.8965,2.1824,2.0075,0
-5.0664,18.7786,0.9271,2.1848,1.5657,0
-5.1373,18.8610,0.9277,2.1762,2.5386,0
-5.1723,18.8994,0.9141,2.1722,1.2813,0
-5.2069,18.9529,0.9189,2.1699,1.3430,0
-5.2396,19.0060,0.9183,2.1679,0.9426,0
-5.3031,19.0661,0.9389,2.1657,1.3976,0
-5.3576,19.1011,0.9174,2.1709,1.0226,0
-5.3999,19.1634,0.9259,2.1812,1.1394,0
-5.4412,19.2439,0.9316,2.1820,1.7566,0
-5.4756,19.3019,0.9331,2.1716,1.1530,0
-5.5025,19.3672,0.9630,2.1707,1.7252,0
-5.5616,19.3667,0.9423,2.1721,2.1487,0
-5.5868,19.4399,0.9339,2.1675,1.1882,0
-5.6570,19.4971,0.9271,2.1721,2.2975,0
-5.7009,19.5674,0.9223,2.1676,1.9632,0
-5.7350,19.6253,0.9211,2.1675,2.0358,0
-5.7737,19.6598,0.9386,2.1697,2.3850,0
-5.8171,19.6985,0.8964,2.1767,0.9911,0
-5.8360,19.7455,0.8984,2.1873,1.6467,0
-5.8799,19.7754,0.9277,2.1758,inf,0
-5.9278,19.8196,0.9140,2.1718,2.2876,0
-5.9642,19.8868,0.9151,2.1617,1.7128,0
-6.0261,19.9593,0.9164,2.1638,2.2960,0
-6.0312,20.0226,0.9132,2.1601,1.0441,0
-6.0571,20.0726,0.9269,2.1635,1.9529,0
-6.1105,20.0860,0.9075,2.1707,0.9141,0
-6.1853,20.1422,0.9035,2.1764,1.9048,0
-6.1934,20.2402,0.8979,2.1783,1.7145,0
-6.2435,20.3068,0.8970,2.1601,2.3818,0
-6.3239,20.3505,0.9133,2.1532,2.7472,0
-6.3738,20.4105,0.9146,2.1576,1.5507,0
-6.4108,20.4667,0.8998,2.1579,1.0990,0
-6.4375,20.5439,0.8839,2.1643,1.6855,0
-6.4786,20.5798,0.8991,2.1667,0.8129,0
-6.5512,20.6296,0.8523,2.1723,3.1722,0
-6.5824,20.6907,0.8928,2.1746,1.9579,0
-6.6408,20.7103,0.8994,2.1728,1.2830,0
-6.6597,20.7752,0.8838,2.1828,1.2448,0
-6.6895,20.8241,0.8900,2.1947,0.9364,0
-6.7186,20.8894,0.8989,2.2111,1.1743,0
-6.7473,20.9312,0.8784,2.2323,1.2237,0
-6.8064,20.9900,0.8614,2.2969,2.1776,0
-6.8582,21.0282,0.8995,2.3173,1.7038,0
-6.9520,21.0317,0.8626,2.3436,2.0353,0
-6.9910,21.0659,0.8579,2.3551,1.7877,0
-7.0413,21.1294,0.8720,2.3759,1.6400,0
-7.1188,21.1844,0.8623,2.4113,2.0517,0
-7.1368,21.2494,0.8676,2.4578,0.9817,0
-7.1404,21.3037,0.8880,2.4927,0.6341,0
-7.2057,21.2965,0.8786,2.5795,2.8244,0
-7.3021,21.2935,0.8632,2.6292,1.9715,0
-7.4025,21.3180,0.8678,2.6594,2.2782,0
-7.4555,21.3780,0.8470,2.6908,1.6824,0
-7.5228,21.3803,0.8502,2.7175,1.1132,0
-7.6026,21.4215,0.8396,2.7363,1.8004,0
-7.6406,21.4705,0.8321,2.7793,1.3034,0
-7.6946,21.4901,0.8346,2.8297,1.7824,0
-7.7505,21.4784,0.8112,2.8448,0.8782,0
-7.8467,21.5105,0.8333,2.8479,3.7851,0
-7.9005,21.5241,0.8107,2.8408,1.6818,0
-7.9595,21.5090,0.8109,2.8456,0.5935,0
-8.0330,21.5241,0.8241,2.8624,2.3088,0
-8.0938,21.5381,0.8012,2.8856,0.9980,0
-8.1217,21.5812,0.7861,2.9136,0.9089,0
-8.1798,21.5663,0.7852,2.9475,0.7641,0
-8.2654,21.5707,0.8085,2.9406,1.3576,0
-8.3290,21.5716,0.8297,2.9435,2.6333,0
-8.3908,21.5909,0.8147,2.9513,1.0354,0
-8.4557,21.6034,0.7861,2.9522,2.4740,0
-8.5368,21.5821,0.7952,2.9242,2.1405,0
-8.6245,21.5920,0.7935,2.9206,2.7020,0
-8.6531,21.6671,0.7523,2.9218,1.2593,0
-8.8000,21.6387,0.8096,2.9428,2.4022,0
-8.8862,21.6267,0.7441,2.9398,2.7777,0
-8.9296,21.6563,0.7705,2.9390,1.8606,0
-9.0497,21.6683,0.7776,2.9333,1.2766,0
-9.1024,21.6688,0.7879,2.9388,1.4798,0
-9.1774,21.6931,0.7827,2.9409,1.0948,0
-9.2362,21.7056,0.7448,2.9369,2.2025,0
-9.2903,21.7454,0.7542,2.9414,2.0880,0
-9.3934,21.7804,0.7719,3.0113,1.7010,0
-9.4631,21.7185,0.7578,3.0698,2.1213,0
-9.5104,21.7018,0.7784,3.1011,2.2708,0
-9.5849,21.6817,0.7723,3.1315,1.6998,0
-9.6652,21.6731,0.7874,-3.1175,2.4753,0
-9.7274,21.6306,0.7352,-3.1016,3.1498,0
-9.8101,21.6709,0.7465,-3.0771,1.5638,0
-9.8629,21.6587,0.7583,-3.0622,1.9039,0
-9.9231,21.6584,0.7613,-3.0298,1.5633,0
-10.0017,21.6879,0.7437,-2.9942,2.0088,0
-10.0378,21.6459,0.7162,-2.9705,0.7437,0
-10.1105,21.6333,0.7526,-2.9701,1.7002,0
-10.1475,21.5900,0.7400,-2.9770,1.9135,0
-10.1976,21.6307,0.7369,-2.9795,2.2184,0
-10.2507,21.6114,0.7399,-2.9889,1.6104,0
-10.3112,21.5859,0.7254,-2.9960,1.0373,0
-10.3784,21.5394,0.7182,-2.9990,1.4537,0
-10.4756,21.5188,0.7121,-2.9955,2.6946,0
-10.5270,21.5196,0.7560,-2.9907,inf,0
-10.6172,21.5127,0.7044,-2.9893,1.5802,0
-10.6875,21.5428,0.7364,-2.9808,2.5169,0
-10.6838,21.4739,0.7085,-2.9743,2.4742,0
-10.7412,21.5012,0.7025,-2.9762,1.3722,0
-10.7913,21.4661,0.7144,-2.9837,1.0627,0
-10.8421,21.4611,0.7192,-2.9909,inf,0
-10.8918,21.4497,0.7138,-2.9956,inf,0
-10.9467,21.4287,0.6968,-3.0037,0.9687,0
-11.0087,21.4226,0.7218,-3.0055,1.1298,0
-11.0724,21.4057,0.7001,-2.9985,0.9950,0
-11.1437,21.4091,0.7366,-2.9888,1.4837,0
-11.2382,21.3758,0.7075,-2.9825,2.1768,0
-11.2989,21.3594,0.7017,-2.9825,1.6059,0
-11.3656,21.3328,0.7144,-2.9869,1.3976,0
-11.4184,21.3469,0.7291,-2.9978,1.5711,0
-11.4732,21.3403,0.6860,-3.0009,1.5287,0
-11.5696,21.3097,0.6838,-3.0044,3.4725,0
-11.6372,21.3217,0.6691,-3.0158,1.2773,0
-11.6893,21.2550,0.6815,-3.0218,1.8118,0
-11.7405,21.2353,0.7048,-3.0137,2.0040,0
-11.8098,21.2622,0.6531,-3.0017,1.4096,0
-11.9049,21.2197,0.6660,-2.9894,3.6046,0
-11.9555,21.2234,0.7092,-2.9925,inf,0
-11.9913,21.1836,0.6655,-3.0040,1.9784,0
-12.0913,21.1924,0.6607,-3.0094,1.9917,0
-12.1684,21.1748,0.6530,-3.0133,1.2310,0
-12.2659,21.1614,0.6709,-3.0136,2.0491,0
-12.3438,21.1235,0.6374,-2.9974,2.1104,0
-12.3785,21.1663,0.6640,-2.9967,2.0139,0
-12.4387,21.1215,0.6220,-2.9911,1.2892,0
-12.5144,21.1139,0.6330,-2.9945,1.1970,0
-12.5724,21.0871,0.6591,-3.0021,0.5948,0
-12.6234,21.0663,0.6343,-3.0117,inf,0
-12.7342,21.0422,0.6386,-3.0171,2.3378,0
-12.7684,21.0812,0.6444,-3.0268,inf,0
-12.8260,21.0693,0.6428,-3.0238,2.7100,0
-12.8684,21.0424,0.6070,-3.0210,1.9906,0
-12.9520,21.0358,0.5981,-3.0159,1.6819,0
-12.9298,20.9837,0.5316,-3.0069,5.0899,0
-13.0390,20.9923,0.6342,-2.9989,5.1540,0
-13.1128,20.9843,0.5823,-2.9953,3.1097,0
-13.1626,20.9961,0.6055,-2.9993,inf,0
-13.2261,20.9629,0.6161,-3.0324,2.1012,0
-13.3018,21.0006,0.6391,-3.0435,3.0795,0
-13.3329,20.9467,0.5707,-3.0393,3.1756,0
-13.4014,20.9297,0.5431,-3.0387,2.6016,0
-13.4603,20.9137,0.5927,-3.0348,2.5435,0
-13.5060,20.8683,0.5466,-3.0412,2.6438,0
-13.5492,20.8941,0.5611,-3.0528,inf,0
-13.6323,20.8910,0.5419,-3.0883,1.9096,0
-13.7205,20.9150,0.5619,-3.1247,1.6310,0
-13.8251,20.9191,0.5437,3.0928,2.7661,0
-13.8891,20.8920,0.5492,3.0959,1.7403,0
-13.9755,20.9136,0.5581,3.0995,2.5834,0
-14.0444,20.9171,0.5147,3.1038,1.4727,0
-14.1020,20.9174,0.5180,3.1107,1.0027,0
-14.1879,20.8832,0.5454,3.1131,3.0938,0
-14.3184,20.8977,0.5335,3.0942,3.3520,0
-14.2623,20.8958,0.5328,3.0888,inf,0
-14.3423,20.8775,0.4883,3.0856,3.2092,0
-14.4262,20.9151,0.5345,3.0790,2.2345,0
-14.4842,20.9093,0.5212,3.0711,1.5646,0
-14.5383,20.8969,0.4997,3.0624,1.6167,0
-14.5799,20.8615,0.4829,3.0628,1.8182,0
-14.6905,20.8476,0.5132,3.0664,3.9690,0
-14.7199,20.9034,0.4427,3.0719,2.8857,0
-14.7768,20.8730,0.4819,3.0954,2.2309,0
-14.8538,20.8704,0.4713,3.0860,1.6750,0
-14.9800,20.8938,0.4798,3.0820,2.9257,0
-15.0393,20.8756,0.4564,3.0690,1.7380,0
-15.0982,20.8720,0.4615,3.0672,2.0337,0
-15.1511,20.8891,0.4422,3.0644,inf,0
-15.2270,20.8810,0.4457,3.0655,3.2646,0
-15.2857,20.8859,0.4170,3.0859,0.8915,0
-15.3273,20.8571,0.4584,3.0764,inf,0
-15.3799,20.8299,0.4250,3.0451,1.4578,0
-15.4362,20.8384,0.4512,3.0277,1.7582,0
-15.4865,20.8586,0.4742,3.0166,2.0217,0
-15.5820,20.8710,0.4414,3.0002,2.1306,0
-15.6336,20.8860,0.4502,2.9885,inf,0
-15.7299,20.9387,0.4132,2.9568,1.2412,0
-15.7807,20.9283,0.4436,2.9175,inf,0
-15.8383,20.9484,0.4299,2.9077,1.3353,0
-15.8839,20.9222,0.3964,2.8779,inf,0
-15.9743,20.9399,0.4327,2.8698,3.3985,0
-16.0849,20.9634,0.4428,2.8499,2.5666,0
-16.1212,21.0244,0.3883,2.8500,2.0315,0
-16.2573,21.0080,0.4207,2.8629,3.2008,0
-16.3245,21.0225,0.4160,2.8570,1.9664,0
-16.3779,21.0420,0.4291,2.8525,inf,0
-16.4327,21.0421,0.4054,2.8501,inf,0
-16.5527,21.1037,0.4145,2.8518,3.1331,0
-16.6238,21.0970,0.3700,2.8507,1.7421,0
-16.6943,21.1368,0.3960,2.8621,2.0920,0
-16.7721,21.1358,0.3982,2.8681,2.3697,0
-16.8396,21.1269,0.3800,2.8558,1.0084,0
