x,y,z,yaw,velocity,change_flag
-16.8914,21.1388,0.3687,2.8467,1.3914,0
-16.9406,21.1594,0.4036,2.8383,1.2042,0
-17.0085,21.2049,0.4022,2.8417,2.6314,0
-17.1034,21.2001,0.3722,2.8575,1.9036,0
-17.1532,21.2134,0.3808,2.8603,inf,0
-17.2631,21.1866,0.3351,2.8606,4.2147,0
-17.2969,21.2518,0.3813,2.8534,1.5492,0
-17.3549,21.2449,0.3986,2.8407,1.7807,0
-17.4118,21.2567,0.3610,2.8284,inf,0
-17.5042,21.2703,0.3175,2.8010,2.7753,0
-17.5873,21.3195,0.3635,2.7884,1.9456,0
-17.7092,21.3606,0.3297,2.7831,3.1337,0
-17.7761,21.3904,0.3534,2.7679,1.1068,0
-17.7220,21.4071,0.3700,2.7650,inf,0
-17.7863,21.4032,0.3624,2.7526,1.6550,0
-17.8378,21.4325,0.3375,2.7394,inf,0
-17.8888,21.4297,0.3458,2.7213,inf,0
-17.9605,21.4346,0.3435,2.6999,2.2138,0
-18.0021,21.4651,0.3287,2.6879,1.3607,0
-18.1040,21.5061,0.3735,2.6772,4.6771,0
-18.1618,21.5215,0.3349,2.6547,inf,0
-18.2094,21.5416,0.3147,2.6492,1.9060,0
-18.3190,21.5839,0.3285,2.6305,3.0708,0
-18.3377,21.6464,0.3093,2.6115,1.2999,0
-18.4268,21.6623,0.3005,2.5856,1.9514,0
-18.4541,21.7231,0.3072,2.5707,2.4460,0
-18.5091,21.7178,0.2942,2.5448,2.6476,0
-18.5826,21.7442,0.2812,2.5218,2.1665,0
-18.6516,21.7916,0.2809,2.5131,2.8729,0
-18.7086,21.8137,0.3087,2.5143,1.7781,0
-18.7468,21.8577,0.3013,2.5132,1.5983,0
-18.7987,21.9052,0.3114,2.5227,3.0533,0
-18.8477,21.9359,0.2945,2.5299,1.0374,0
-18.8983,21.9653,0.2992,2.5328,2.2018,0
-18.9486,21.9707,0.2778,2.5267,1.8873,0
-18.9693,22.0209,0.2954,2.5199,inf,0
-19.0467,22.0536,0.3035,2.5165,2.7282,0
-19.1228,22.0743,0.3009,2.5204,2.7075,0
-19.1687,22.1225,0.2643,2.5193,1.1904,0
-19.2244,22.1467,0.3082,2.5237,2.3565,0
-19.2456,22.2048,0.2615,2.5173,1.2158,0
-19.3775,22.2258,0.2687,2.5236,3.6228,0
-19.3198,22.2332,0.2654,2.5195,2.0010,0
-19.3955,22.2516,0.2718,2.5190,2.6804,0
-19.4824,22.3033,0.2548,2.5201,2.5022,0
-19.5140,22.3623,0.2764,2.5181,2.4726,0
-19.6211,22.3839,0.2416,2.5080,2.7122,0
-19.6940,22.4384,0.2584,2.5173,1.6357,0
-19.7525,22.4514,0.2748,2.5244,2.2395,0
-19.8067,22.5021,0.2784,2.5229,2.7811,0
-19.8757,22.5222,0.2510,2.5204,2.6393,0
-19.9040,22.5824,0.2406,2.5081,0.9891,0
-19.9565,22.5924,0.2289,2.5090,2.0301,0
-20.0141,22.6294,0.2434,2.5001,1.7423,0
-20.0482,22.6767,0.2496,2.5014,0.9649,0
-20.1148,22.7129,0.2569,2.5114,1.6153,0
-20.1677,22.7600,0.2475,2.5052,1.0512,0
-20.2336,22.7967,0.2266,2.4765,1.7672,0
-20.2909,22.8165,0.2150,2.4664,1.5349,0
-20.3421,22.8462,0.2507,2.4557,inf,0
-20.3881,22.8808,0.2103,2.4331,0.8148,0
-20.4319,22.9146,0.2473,2.4275,1.7686,0
-20.4866,22.9509,0.2327,2.4076,0.8119,0
-20.5224,22.9918,0.2449,2.4001,1.9119,0
-20.5754,23.0030,0.2121,2.3967,2.1452,0
-20.6246,23.0461,0.1932,2.3896,1.3749,0
-20.6527,23.1189,0.2245,2.3748,1.9295,0
-20.6727,23.1653,0.2230,2.3347,inf,0
-20.7384,23.2046,0.1924,2.3059,1.7404,0
-20.8224,23.2695,0.2070,2.2981,2.1551,0
-20.8993,23.2950,0.1970,2.2865,1.9524,0
-20.9752,23.3582,0.1811,2.2674,1.7915,0
-20.9826,23.4122,0.2270,2.2593,2.2908,0
-21.0447,23.4732,0.2318,2.2485,1.7568,0
-21.0885,23.5269,0.1795,2.2533,2.0384,0
-21.1380,23.5726,0.1951,2.2508,2.3751,0
-21.2056,23.6305,0.1893,2.2525,2.4295,0
-21.2625,23.6940,0.2027,2.2554,2.9486,0
-21.2838,23.7479,0.2489,2.2543,1.4875,0
-21.3344,23.7628,0.1544,2.2389,inf,0
-21.3363,23.8319,0.2040,2.2328,2.9217,0
-21.3739,23.8890,0.1851,2.2507,1.2004,0
-21.4313,23.9098,0.1502,2.2560,2.7401,0
-21.4927,23.9598,0.1915,2.2609,2.9434,0
-21.5512,23.9819,0.1655,2.2549,2.3253,0
-21.5647,24.0370,0.1986,2.2432,0.8221,0
-21.6124,24.1098,0.1753,2.2493,1.9181,0
-21.6861,24.1657,0.1842,2.2464,2.2400,0
-21.7175,24.2067,0.1677,2.2348,1.1925,0
-21.7663,24.2787,0.1852,2.2338,3.0477,0
-21.7964,24.3223,0.1756,2.2415,1.3640,0
-21.8429,24.3529,0.1801,2.2483,1.9171,0
-21.7695,24.3826,0.1987,2.2509,2.2259,0
-21.9139,24.4195,0.1615,2.2458,4.0560,0
-21.9590,24.4623,0.1796,2.2436,2.2259,0
-22.0083,24.5098,0.1723,2.2414,1.3972,0
-22.0195,24.5746,0.1848,2.2414,2.1139,0
-22.0466,24.6270,0.1840,2.2179,2.5338,0
-22.0977,24.6531,0.1725,2.2005,2.0111,0
-22.0453,24.6443,0.2109,2.1737,0.8459,0
-22.0975,24.6819,0.1574,2.1527,1.0230,0
-22.2269,24.7260,0.1656,2.1595,4.7338,0
-22.2141,24.7907,0.1931,2.1560,2.4518,0
-22.2690,24.8196,0.1761,2.1212,1.2540,0
-22.3356,24.8735,0.1817,2.1009,2.3688,0
-22.3865,24.9567,0.1608,2.0716,1.7132,0
-22.3998,25.0220,0.1981,2.0466,1.8662,0
-22.4059,25.0755,0.1495,2.0256,2.1615,0
-22.4164,25.1567,0.1774,2.0107,1.5957,0
-22.4385,25.2086,0.1528,1.9739,1.5035,0
-22.5146,25.2705,0.1482,1.9570,2.6738,0
-22.5326,25.3324,0.1748,1.9444,1.0927,0
-22.5462,25.3839,0.1719,1.9154,1.6675,0
-22.6251,25.4454,0.1658,1.8996,2.3920,0
-22.7028,25.5176,0.1634,1.8911,3.3053,0
-22.6805,25.5639,0.1796,1.8816,1.8518,0
-22.7050,25.6124,0.1576,1.8523,0.6664,0
-22.7377,25.6695,0.1157,1.8182,1.9028,0
-22.6701,25.7259,0.2216,1.8051,2.3859,0
-22.7714,25.7758,0.1500,1.8241,2.9350,0
-22.7619,25.8583,0.1456,1.8396,1.6342,0
-22.8008,25.8958,0.1929,1.8438,2.4174,0
-22.7670,25.9668,0.1712,1.8399,2.8240,0
-22.8410,25.9795,0.1653,1.8362,2.3822,0
-22.8562,26.0517,0.1702,1.8271,2.5380,0
-22.8428,26.1414,0.1963,1.8236,2.0102,0
-22.8449,26.1950,0.2011,1.8166,1.5592,0
-22.8648,26.2458,0.1797,1.8176,1.4599,0
-22.8927,26.3051,0.2024,1.8271,2.2496,0
-22.9538,26.3707,0.1830,1.8352,1.9134,0
-22.9355,26.4239,0.1815,1.8377,1.9318,0
-22.9116,26.4694,0.2003,1.8387,inf,0
-22.9309,26.5223,0.1610,1.8398,1.3826,0
-22.9737,26.5790,0.2010,1.8382,2.7990,0
-22.9901,26.6501,0.1905,1.8272,2.3427,0
-23.0301,26.7033,0.2021,1.8193,0.6805,0
-23.0708,26.7532,0.1763,1.8101,2.0188,0
-23.0486,26.8282,0.1856,1.8138,1.3260,0
-22.9869,26.8394,0.1881,1.8339,1.0655,0
-23.0323,26.9049,0.1718,1.8812,2.2923,0
-23.1165,26.9406,0.2085,1.8996,3.2495,0
-23.1705,26.9541,0.1783,1.9211,inf,0
-23.1955,27.0519,0.1954,1.9645,2.9859,0
-23.2557,27.1160,0.1671,1.9939,1.5864,0
-23.2157,27.1479,0.2160,2.0062,inf,0
-23.3243,27.2535,0.2041,2.0177,4.1988,0
-23.2993,27.3114,0.2140,2.0211,2.1033,0
-23.3234,27.3593,0.1745,2.0657,2.1774,0
-23.2747,27.3722,0.1849,2.1045,0.6923,0
-23.2868,27.4402,0.1829,2.1735,1.4768,0
-23.3417,27.4495,0.2194,2.1938,inf,0
-23.4244,27.5033,0.1623,2.2307,2.3260,0
-23.4923,27.5449,0.1640,2.2491,2.6707,0
-23.5657,27.6007,0.1648,2.2617,2.0899,0
-23.6005,27.6556,0.1577,2.2661,0.8859,0
-23.6753,27.6854,0.1337,2.2726,2.8188,0
-23.7356,27.7386,0.1524,2.2987,2.2583,0
-23.7909,27.7975,0.1424,2.3278,2.1152,0
-23.8731,27.8905,0.1877,2.3544,3.0721,0
-23.8692,27.9465,0.1405,2.3537,1.4731,0
-23.9590,27.9538,0.1249,2.3484,3.1395,0
-24.0474,28.0153,0.1313,2.3476,2.8153,0
-23.9839,28.0254,0.1684,2.3484,2.5484,0
-24.0411,28.0621,0.1538,2.3512,2.6220,0
-24.0652,28.1098,0.1115,2.3473,1.0720,0
-24.1322,28.1322,0.0916,2.3375,2.5185,0
-24.1913,28.1589,0.1425,2.3341,2.5828,0
-24.2254,28.1960,0.1335,2.3322,1.5162,0
-24.2511,28.2422,0.1158,2.3257,inf,0
-24.2863,28.2844,0.0981,2.3356,1.2756,0
-24.3335,28.3060,0.1218,2.3428,1.9111,0
-24.4081,28.3868,0.1225,2.3435,2.5801,0
-24.4570,28.4073,0.1178,2.3468,1.8271,0
-24.4721,28.4668,0.1119,2.3732,0.6987,0
-24.5330,28.4844,0.0875,2.3823,2.6096,0
-24.6319,28.5159,0.1151,2.4072,2.6689,0
-24.7284,28.5350,0.1102,2.4248,3.3851,0
-24.7644,28.5832,0.0882,2.4477,1.3659,0
-24.7086,28.6010,0.0642,2.4668,inf,0
-24.8414,28.6522,0.0500,2.4827,4.9146,0
-24.8907,28.6953,0.0539,2.5334,1.7127,0
-24.8780,28.7486,0.0861,2.6124,0.7583,0
-24.9315,28.7675,0.0763,2.6613,1.6495,0
-25.0203,28.7993,0.0537,2.6788,3.3312,0
-25.2285,28.8035,0.0710,2.7964,5.7610,0
-25.3264,28.8257,0.0560,2.8242,3.4833,0
-25.3886,28.8663,0.0612,2.8423,2.4692,0
-25.4889,28.8793,0.0513,2.8693,2.5188,0
-25.4418,28.9066,0.0511,2.8889,3.1537,0
-25.5730,28.9443,0.0737,2.9022,4.6861,0
-25.6302,28.9116,-0.0004,2.9022,3.4062,0
-25.5131,28.9431,0.0116,2.9188,4.2096,0
-25.6993,28.9392,-0.0155,2.9362,6.4633,0
-25.6601,28.8842,-0.0196,2.9591,4.1741,0
-25.7793,28.9270,-0.0227,2.9809,4.6055,0
-25.8909,28.9553,0.0279,2.9823,4.3194,0
-25.9563,28.9590,-0.0060,2.9441,1.5131,0
-26.0687,28.9571,0.0070,2.9327,2.2890,0
-26.1560,28.9788,0.0242,2.9409,2.9134,0
-26.2854,28.9918,-0.0019,2.9554,4.2961,0
-26.2306,28.9893,0.0307,2.9659,inf,0
-26.3253,28.9895,-0.0041,2.9577,1.9635,0
-26.3775,28.9967,0.0042,2.9596,1.5827,0
-26.4515,29.0102,-0.0081,2.9558,1.4259,0
-26.5222,29.0207,-0.0221,2.9510,1.5815,0
-26.5706,29.0434,-0.0432,2.9481,inf,0
-26.6254,29.0323,-0.0082,2.9420,0.8391,0
-26.6880,29.0556,-0.0168,2.9416,1.8681,0
-26.7573,29.0469,-0.0377,2.9507,1.9064,0
-26.8840,29.0748,-0.0010,2.9616,3.1417,0
-26.9711,29.0589,-0.0343,2.9725,1.8396,0
-27.0312,29.0731,-0.0193,2.9725,1.7969,0
-27.0891,29.0786,-0.0520,2.9726,inf,0
-27.1408,29.0950,-0.0424,2.9514,2.0397,0
-27.2308,29.0925,-0.0307,2.9441,2.2978,0
-27.3023,29.1002,-0.0417,2.9804,1.9743,0
-27.3783,29.0895,-0.0504,3.0054,inf,0
-27.4138,29.1272,-0.0350,3.0170,1.8556,0
-27.4784,29.1312,-0.0372,3.0240,inf,0
-27.6101,29.1231,-0.0128,3.0926,4.1875,0
-27.6602,29.1250,-0.0451,-3.1386,3.1546,0
-27.7949,29.0892,-0.0698,-3.1152,2.3079,0
-27.8561,29.0958,-0.0781,-3.1188,1.6110,0
-27.9139,29.0842,-0.0730,-3.1290,inf,0
-27.9679,29.0868,-0.0591,-3.1210,0.9589,0
-28.0399,29.0870,-0.0596,-3.1102,2.3115,0
-28.0974,29.0706,-0.0685,-3.0995,1.1120,0
-28.1914,29.0554,-0.0707,-3.1117,1.2027,0
-28.2505,29.0344,-0.0933,-3.1223,inf,0
-28.3229,29.0362,-0.0860,-3.1287,1.5801,0
-28.3977,29.0791,-0.0849,-3.1282,1.1440,0
-28.4584,29.0550,-0.0879,-3.1268,0.8310,0
-28.5139,29.0388,-0.0653,-3.1207,1.8418,0
-28.5645,29.0225,-0.0926,-3.1195,inf,0
-28.6209,28.9779,-0.0963,-3.1107,1.4308,0
-28.6700,28.9663,-0.0934,-3.1040,1.3487,0
-28.7192,29.0136,-0.0905,-3.0976,2.1149,0
-28.8375,28.9758,-0.1151,-3.1189,2.9303,0
-28.9343,29.0047,-0.0754,-3.1287,1.6595,0
-28.9784,29.0380,-0.0738,-3.1330,3.1668,0
-29.0095,28.9981,-0.1131,-3.1323,inf,0
-29.0710,28.9740,-0.1275,-3.1279,0.9457,0
-29.1260,28.9937,-0.1066,-3.1266,inf,0
-29.1937,28.9675,-0.1198,-3.1272,2.3034,0
-29.2447,28.9230,-0.1258,-3.1149,1.8388,0
-29.3105,28.9662,-0.1122,-3.1111,2.6077,0
-29.3564,29.0154,-0.0929,-3.1148,2.4791,0
-29.3811,28.9717,-0.1418,-3.1191,inf,0
-29.4486,28.9598,-0.1235,-3.1280,1.1208,0
-29.5014,28.9878,-0.1079,-3.1359,inf,0
-29.5344,28.9334,-0.1552,-3.1345,inf,0
-29.5901,28.9238,-0.1471,-3.1413,inf,0
-29.6217,28.9698,-0.1470,-3.1333,0.8424,0
-29.6784,28.9579,-0.1414,-3.1296,inf,0
-29.7302,28.9467,-0.1346,-3.1155,0.8674,0
-29.7953,28.9118,-0.1732,-3.1178,2.7199,0
-29.8283,28.9949,-0.1110,-3.1060,3.7932,0
-29.8400,28.9254,-0.1534,-3.1072,3.1101,0
-29.9223,28.9388,-0.1633,-3.1133,1.9546,0
-29.9728,28.9594,-0.1600,-3.1233,0.6150,0
-30.0230,28.9257,-0.1623,-3.1306,inf,0
-30.0755,28.9196,-0.1517,-3.1256,inf,0
-30.1188,28.8773,-0.1745,-3.1254,inf,0
-30.1665,28.9132,-0.1557,-3.1280,2.1520,0
-30.2328,28.9271,-0.1810,-3.1336,1.0873,0
-30.2890,28.8991,-0.1717,-3.1310,inf,0
-30.3766,28.8826,-0.1422,-3.1256,2.5662,0
-30.4461,28.9064,-0.1493,-3.1244,3.6688,0
-30.5048,28.8730,-0.1672,-3.1223,2.6865,0
-30.5801,28.8528,-0.1823,-3.1294,1.8296,0
-30.6271,28.8726,-0.1927,-3.1346,1.0977,0
-30.6843,28.8429,-0.1862,-3.1414,inf,0
-30.7258,28.8832,-0.1848,-3.1392,1.5388,0
-30.7764,28.8750,-0.1826,3.1394,inf,0
-30.7917,28.8158,-0.2287,-3.1396,2.6285,0
-30.8582,28.8208,-0.1984,-3.1351,1.4568,0
-30.9070,28.8073,-0.2142,-3.1322,inf,0
-30.9456,28.8679,-0.1853,-3.1336,2.6615,0
-30.9597,28.8179,-0.2131,-3.1358,inf,0
-31.0333,28.8149,-0.2062,-3.1283,2.5428,0
-31.0865,28.7974,-0.2269,-3.1250,1.5062,0
-31.1621,28.7920,-0.2212,-3.1294,1.0818,0
-31.2266,28.8031,-0.2192,3.1398,1.3162,0
-31.2881,28.7898,-0.2199,-3.1374,1.5425,0
-31.3368,28.8305,-0.2244,-3.1260,inf,0
-31.3916,28.8286,-0.2261,-3.1368,1.8847,0
-31.3917,28.7758,-0.2558,3.1368,1.9266,0
-31.4532,28.7891,-0.2311,3.1401,1.5584,0
-31.4965,28.8166,-0.2309,3.1399,1.2851,0
-31.5389,28.7442,-0.2579,-3.1324,2.8326,0
-31.6009,28.7887,-0.2388,-3.1316,2.3027,0
-31.6646,28.7836,-0.2562,-3.1252,1.7331,0
-31.7234,28.7393,-0.2518,-3.1244,2.0061,0
-31.7790,28.7662,-0.2382,-3.1278,1.6233,0
-31.8558,28.7675,-0.2351,3.1402,inf,0
-31.9208,28.7577,-0.2503,-3.1386,1.3809,0
-31.9904,28.7468,-0.2572,3.1365,inf,0
-32.0519,28.7416,-0.2606,3.1371,0.6009,0
-32.1116,28.7295,-0.2733,3.1381,1.0599,0
-32.1578,28.7515,-0.2829,-3.1368,inf,0
-32.1913,28.6942,-0.2968,-3.1311,2.3278,0
-32.2240,28.7321,-0.2961,-3.1302,1.6943,0
-32.2718,28.6965,-0.2942,-3.1332,2.1235,0
-32.3365,28.6929,-0.2982,-3.1364,1.8250,0
-32.3877,28.7146,-0.2828,3.1366,1.7046,0
-32.4516,28.7563,-0.2430,3.1244,2.4232,0
-32.4708,28.7062,-0.2990,3.1288,2.6801,0
-32.5320,28.7347,-0.2972,3.1283,2.2973,0
-32.6226,28.7336,-0.2968,3.1359,1.6488,0
-32.6692,28.7051,-0.2880,3.1355,1.2806,0
-32.7306,28.6571,-0.3402,3.1396,2.0824,0
-32.7847,28.7039,-0.3030,-3.1391,2.7375,0
-32.8421,28.7030,-0.3030,-3.1346,2.6937,0
-32.8862,28.6687,-0.3493,-3.1377,inf,0
-32.9036,28.7176,-0.2940,-3.1300,2.6042,0
-32.9755,28.6714,-0.3334,3.1399,2.2306,0
-33.0235,28.6930,-0.3101,3.1353,1.6393,0
-33.0609,28.6574,-0.3181,3.1359,0.3658,0
-33.1120,28.6829,-0.3236,3.1353,inf,0
-33.1609,28.6622,-0.3278,3.1324,0.9628,0
-33.2254,28.6571,-0.3376,3.1269,0.7829,0
-33.3009,28.6648,-0.3153,3.1334,1.5392,0
-33.3456,28.6406,-0.3498,3.1292,inf,0
-33.3941,28.6600,-0.3292,3.1374,inf,0
-33.4439,28.6778,-0.3265,3.1373,1.3051,0
-33.4677,28.6129,-0.3396,3.1385,0.7610,0
-33.5217,28.6441,-0.3509,-3.1383,1.8035,0
-33.5574,28.6843,-0.3678,3.1358,inf,0
-33.5901,28.6357,-0.3254,3.1285,1.4012,0
-33.6641,28.6144,-0.3551,3.1256,2.6472,0
-33.7204,28.6174,-0.3459,3.1199,1.2358,0
-33.7729,28.6261,-0.3714,3.1119,inf,0
-33.8394,28.6185,-0.3655,3.1189,0.8360,0
-33.8870,28.6458,-0.3565,3.1293,1.1635,0
-33.9479,28.6774,-0.3425,3.1407,0.9067,0
-34.0011,28.6378,-0.3695,-3.1374,1.0928,0
-34.0997,28.6439,-0.3661,3.1412,0.9571,0
-34.1910,28.6363,-0.3745,3.1293,1.2320,0
-34.2679,28.6429,-0.3717,3.1195,0.8600,0
-34.3584,28.5970,-0.3825,3.1142,1.0882,0
-34.4137,28.5876,-0.3870,3.1163,0.5403,0
-34.5023,28.6073,-0.3645,3.1236,1.4223,0
-34.5598,28.6215,-0.3350,3.1262,0.8036,0
-34.6180,28.6186,-0.3749,3.1307,1.1391,0
-34.6864,28.5902,-0.3909,3.1261,1.0367,0
-34.7714,28.6181,-0.4187,3.1241,1.4663,0
-34.8101,28.6574,-0.3758,3.1149,2.1370,0
-34.8014,28.6045,-0.4047,3.1105,inf,0
-34.8525,28.5929,-0.4166,3.1089,0.9210,0
-34.9514,28.5727,-0.4081,3.1046,1.0466,0
-35.0258,28.5831,-0.3994,3.1195,1.0934,0
-35.1191,28.5674,-0.4082,3.1269,1.3733,0
-35.1769,28.5739,-0.3994,3.1269,0.4838,0
-35.2574,28.5417,-0.4409,3.1241,1.1992,0
-35.3157,28.5596,-0.4350,3.1255,0.8578,0
-35.3843,28.5581,-0.4143,3.1230,inf,0
-35.4403,28.5827,-0.4244,3.1156,inf,0
-35.4940,28.5842,-0.4356,3.1121,inf,0
-35.5501,28.5502,-0.4364,3.1096,inf,0
-35.5959,28.5919,-0.4284,3.1081,1.1299,0
-35.6399,28.5560,-0.4483,3.1132,1.2611,0
-35.6949,28.5536,-0.4419,3.1169,1.9051,0
-35.7481,28.5670,-0.4369,3.1208,1.6096,0
-35.8049,28.5749,-0.4328,3.1254,1.4557,0
-35.8447,28.5334,-0.4580,3.1350,1.1929,0
-35.8940,28.5609,-0.4707,3.1274,inf,0
-35.9506,28.5423,-0.4561,3.1225,inf,0
-36.0198,28.5220,-0.4514,3.1092,2.4518,0
-36.0680,28.5588,-0.4630,3.1074,1.6288,0
-36.1208,28.5226,-0.4651,3.1123,0.9170,0
-36.1888,28.5564,-0.4565,3.1111,2.5650,0
-36.2343,28.5252,-0.4719,3.1115,inf,0
-36.3168,28.4890,-0.4917,3.1139,2.2108,0
-36.3262,28.5510,-0.4779,3.1132,2.3212,0
-36.3814,28.5481,-0.4749,3.1135,2.1427,0
-36.4158,28.5071,-0.4901,3.1258,inf,0
-36.4564,28.5366,-0.4672,3.1180,1.4991,0
-36.5139,28.5213,-0.4885,3.1169,inf,0
-36.5635,28.5036,-0.4891,3.1181,1.8093,0
-36.6421,28.4988,-0.5144,3.1052,2.6512,0
-36.6943,28.5177,-0.4970,3.0963,inf,0
-36.7768,28.5129,-0.5220,3.0925,2.9669,0
-36.8750,28.5141,-0.4665,3.0909,2.1387,0
-36.8977,28.4644,-0.5370,3.1092,inf,0
-36.9515,28.4946,-0.4960,3.1072,2.5435,0
-37.0042,28.4827,-0.5409,3.1307,inf,0
-37.0544,28.5084,-0.5372,3.1239,inf,0
-37.1072,28.4666,-0.5378,3.1225,inf,0
-37.1706,28.4874,-0.5219,3.1042,2.3289,0
-37.2489,28.4790,-0.5424,3.0971,1.7140,0
-37.2982,28.4692,-0.5084,3.0911,inf,0
-37.3556,28.4632,-0.5363,3.0913,2.2024,0
-37.4042,28.4852,-0.5436,3.0866,1.3361,0
-37.4340,28.4439,-0.5654,3.0951,inf,0
-37.4745,28.4743,-0.5273,3.1033,inf,0
-37.5263,28.4405,-0.5759,3.1052,inf,0
-37.5734,28.4801,-0.5371,3.1203,0.8381,0
-37.6348,28.4980,-0.5538,3.1224,0.9929,0
-37.7335,28.4623,-0.5585,3.1118,2.1549,0
-37.7307,28.5145,-0.5329,3.1063,2.2998,0
-37.7786,28.4773,-0.5702,3.0968,1.6870,0
-37.8448,28.4480,-0.5548,3.0964,1.9483,0
-37.9027,28.4838,-0.5535,3.0955,1.2860,0
-37.9825,28.4462,-0.5728,-3.1181,2.3479,0
-38.0604,28.3953,-0.5628,-3.0726,2.1257,0
-38.1396,28.4029,-0.5691,-3.0547,2.2299,0
-38.1988,28.4391,-0.5767,-3.0453,1.7287,0
-38.2776,28.3939,-0.5900,-3.0660,2.9507,0
-38.3666,28.3861,-0.5801,-3.0919,1.5232,0
-38.4234,28.4059,-0.6095,-3.1014,1.6600,0
-38.4852,28.4076,-0.5777,-3.0976,inf,0
-38.5676,28.3924,-0.5977,-3.0936,1.4869,0
-38.6166,28.3700,-0.6124,-3.0874,1.4571,0
-38.6699,28.3575,-0.6272,-3.0819,inf,0
-38.7414,28.3294,-0.6019,-3.0811,1.2054,0
-38.8440,28.3745,-0.6147,-3.0720,2.3762,0
-38.9145,28.3086,-0.6288,-3.0788,2.6474,0
-38.9975,28.3329,-0.6212,-3.0874,2.4420,0
-39.0821,28.3032,-0.6200,-3.0920,1.6822,0
-39.1563,28.3009,-0.6243,-3.0946,2.3739,0
-39.2071,28.3101,-0.6154,-3.0964,inf,0
-39.2583,28.3117,-0.6464,-3.0986,1.2320,0
-39.3616,28.2889,-0.6499,-3.0827,2.6920,0
-39.3144,28.3148,-0.6488,-3.0766,inf,0
-39.3946,28.2832,-0.6468,-3.0700,2.9594,0
-39.4565,28.2694,-0.6393,-3.0674,1.6250,0
-39.5078,28.2628,-0.6635,-3.0692,1.9586,0
-39.5582,28.2975,-0.6462,-3.0823,0.6928,0
-39.6014,28.2673,-0.6328,-3.0912,inf,0
-39.6865,28.2582,-0.6530,-3.1031,2.1183,0
-39.7827,28.2353,-0.6539,-3.1022,2.9717,0
-39.8523,28.2318,-0.6633,-3.0973,2.4808,0
-39.9167,28.2195,-0.6671,-3.0888,1.9667,0
-39.9838,28.2110,-0.6782,-3.0780,2.7601,0
-40.1041,28.1951,-0.6644,-3.0783,3.8602,0
-40.2049,28.1825,-0.6739,-3.0929,2.5400,0
-40.2705,28.1998,-0.6754,-3.0978,1.0462,0
-40.3358,28.1639,-0.7245,-3.0983,1.4231,0
-40.4153,28.1644,-0.7103,-3.0997,1.9148,0
-40.4716,28.1622,-0.6884,-3.0997,1.9440,0
-40.5881,28.1509,-0.7140,-3.0899,2.9717,0
-40.6644,28.1457,-0.6865,-3.0878,2.5472,0
-40.7686,28.1157,-0.7024,-3.0919,2.8101,0
-40.8675,28.1010,-0.6838,-3.0975,2.9246,0
-40.9502,28.1094,-0.6846,-3.1043,4.2390,0
-40.8810,28.1135,-0.7218,-3.1018,2.9717,0
-40.9385,28.0891,-0.7254,-3.1068,1.8878,0
-41.0295,28.0703,-0.7120,-3.0999,3.2233,0
-41.0851,28.0814,-0.7151,-3.0967,2.0483,0
-41.1672,28.0661,-0.7238,-3.0927,3.8182,0
-41.2593,28.0576,-0.6983,-3.0870,4.5647,0
-41.3192,28.0364,-0.7268,-3.1015,0.8511,0
-41.3977,28.0409,-0.7090,-3.1042,2.5655,0
-41.4611,28.0260,-0.7381,-3.1075,2.0563,0
-41.5257,28.0077,-0.7433,-3.1106,1.5790,0
-41.5817,28.0271,-0.7425,-3.1015,1.9066,0
-41.6299,28.0029,-0.7119,-3.0933,inf,0
-41.7135,28.0195,-0.7597,-3.0921,1.9522,0
-41.7684,27.9877,-0.7591,-3.0843,1.4059,0
-41.8247,27.9933,-0.7803,-3.0877,0.4309,0
-41.9209,27.9499,-0.7618,-3.0895,3.5450,0
-41.9811,27.9684,-0.7867,-3.0955,2.0967,0
-42.0502,27.9725,-0.7459,-3.1143,2.3118,0
-41.9901,27.9646,-0.7828,-3.1207,2.7243,0
-42.0438,27.9453,-0.7880,-3.1223,0.8470,0
-42.1291,27.9609,-0.7402,-3.1227,3.2044,0
-42.1857,27.9431,-0.7686,-3.1139,2.8424,0
-42.2634,27.9434,-0.7654,-3.1064,2.0075,0
-42.3519,27.9344,-0.7760,-3.0958,2.2293,0
-42.4573,27.9270,-0.7781,-3.1048,1.3099,0
-42.5150,27.9237,-0.7735,-3.1070,inf,0
-42.4364,27.8984,-0.7842,-3.1203,2.8558,0
-42.5180,27.8605,-0.8416,-3.1340,3.6140,0
-42.5902,27.8963,-0.7637,-3.1342,3.4930,0
-42.6473,27.8953,-0.7798,-3.1290,inf,0
-42.5908,27.9087,-0.8251,-3.1272,2.5314,0
-42.6482,27.8956,-0.8110,-3.1216,2.3431,0
-42.7000,27.8908,-0.7939,-3.1205,inf,0
-42.7587,27.9086,-0.8051,-3.1214,2.1420,0
-42.8131,27.9005,-0.8181,-3.1166,inf,0
-42.8975,27.8601,-0.8220,-3.1124,1.7979,0
-42.9606,27.8694,-0.7924,-3.1063,2.1275,0
-43.0285,27.8386,-0.8108,-3.1127,2.3998,0
-43.1437,27.8389,-0.8202,-3.1215,3.9537,0
-43.2002,27.8498,-0.8354,-3.1242,1.6705,0
-43.2450,27.8199,-0.8478,-3.1251,0.6916,0
-43.3141,27.8206,-0.8180,-3.1250,2.5281,0
-43.2295,27.8183,-0.8579,-3.1246,2.7476,0
