x,y,z,yaw,velocity,change_flag
-7.8944,23.4796,0.9009,0.9896,0.8165,0
-7.8544,23.5346,0.9022,0.9860,2.1838,0
-7.8136,23.5664,0.8935,0.9826,0.7976,0
-7.7991,23.6202,0.8905,0.9816,1.1937,0
-7.7758,23.6824,0.8836,0.9853,0.7958,0
-7.7269,23.7010,0.9037,0.9839,1.9244,0
-7.7028,23.7722,0.9094,0.9858,1.5988,0
-7.6716,23.8427,0.9185,0.9821,1.1599,0
-7.6222,23.9069,0.9102,0.9771,1.8069,0
-7.6052,23.9748,0.9006,0.9671,1.5739,0
-7.5829,24.0232,0.9303,0.9742,1.7865,0
-7.5263,24.0745,0.9658,0.9846,2.4475,0
-7.4846,24.1198,0.9184,0.9916,2.2522,0
-7.4372,24.1579,0.9375,0.9877,2.1881,0
-7.4373,24.2312,0.9318,0.9786,2.0002,0
-7.4325,24.2836,0.9424,0.9803,0.7773,0
-7.3943,24.3531,0.9316,0.9844,1.5256,0
-7.3599,24.4310,0.9593,0.9776,1.6678,0
-7.3357,24.5094,0.9475,0.9700,1.4051,0
-7.2677,24.5151,0.9536,0.9708,2.3060,0
-7.2479,24.6041,0.9757,0.9730,1.9574,0
-7.1913,24.6405,0.9471,0.9797,1.8988,0
-7.1350,24.6830,0.9717,0.9763,0.8902,0
-7.1953,24.7340,0.9495,0.9799,1.2699,0
-7.1356,24.8042,0.9616,0.9764,1.7470,0
-7.0755,24.8389,0.9447,0.9793,2.0979,0
-7.0637,24.8911,0.9921,0.9760,2.1826,0
-7.0419,24.9629,0.9957,0.9760,1.4680,0
-6.9743,25.0087,1.0244,0.9691,4.1179,0
-6.9643,25.0619,1.0109,0.9810,2.9917,0
-6.9196,25.1031,0.9982,0.9844,2.1287,0
-6.8697,25.1899,0.9787,0.9808,2.2845,0
-6.8599,25.2694,0.9791,0.9650,1.5945,0
-6.8166,25.2944,0.9952,0.9636,1.8026,0
-6.7848,25.3548,1.0088,0.9653,1.4156,0
-6.7656,25.4031,0.9967,0.9696,1.2313,0
-6.7431,25.4627,1.0081,0.9746,0.7740,0
-6.7297,25.5417,1.0130,0.9555,1.3453,0
-6.7023,25.5840,1.0447,0.9309,1.3013,0
-6.6302,25.5593,1.0623,0.9395,2.7022,0
-6.6420,25.6097,1.0329,0.9589,2.0440,0
-6.5853,25.6897,1.0174,0.9910,3.1180,0
-6.5398,25.7359,1.0331,0.9871,2.2926,0
-6.5035,25.7925,1.0136,0.9767,1.6509,0
-6.5171,25.8413,1.0298,0.9595,1.6176,0
-6.4778,25.8736,1.0211,0.9587,inf,0
-6.4355,25.9129,1.0182,0.9569,1.0942,0
-6.4263,25.9638,1.0383,0.9634,0.8367,0
-6.3838,26.0532,1.0360,0.9672,0.9823,0
-6.3421,26.0842,1.0472,0.9676,1.4031,0
-6.2924,26.1284,1.0408,0.9775,1.4104,0
-6.3345,26.1771,1.0132,1.0238,1.4194,0
-6.3458,26.2367,1.0366,1.0635,1.2984,0
-6.3349,26.3151,1.0604,1.1143,1.9252,0
-6.2743,26.3734,1.0286,1.1369,3.0880,0
-6.2158,26.3961,1.0638,1.1482,2.4669,0
-6.1852,26.4572,1.0549,1.1282,1.2262,0
-6.1527,26.5308,1.0575,1.1206,2.2552,0
-6.1173,26.6169,1.0639,1.1249,1.6814,0
-6.0891,26.6914,1.0452,1.1291,1.3569,0
-6.0779,26.7828,1.0813,1.1284,3.2187,0
-6.0319,26.8576,1.0741,1.1307,1.8318,0
-5.9876,26.9129,1.0788,1.1244,1.4097,0
-6.0111,26.9618,1.0692,1.1217,1.7680,0
-5.9803,27.0459,1.0525,1.1177,2.9755,0
-5.9179,27.1073,1.1132,1.1211,2.8391,0
-5.8809,27.1459,1.0797,1.1458,1.2733,0
-5.8270,27.1969,1.0836,1.1783,1.2060,0
-5.8448,27.2479,1.0834,1.2076,0.8595,0
-5.8621,27.3095,1.0916,1.2209,1.4598,0
-5.8648,27.3782,1.0707,1.2398,1.2509,0
-5.8168,27.4660,1.0846,1.2495,2.8618,0
-5.8193,27.5334,1.0777,1.2561,1.2766,0
-5.8294,27.5991,1.0785,1.2691,1.2037,0
-5.8049,27.6462,1.0951,1.2808,1.9078,0
-5.7810,27.6906,1.0889,1.2966,1.5888,0
-5.7252,27.7444,1.1044,1.3233,1.2806,0
-5.7525,27.7865,1.0897,1.3314,1.3997,0
-5.7528,27.8994,1.1022,1.3298,2.5593,0
-5.7313,27.9584,1.1165,1.3294,1.5934,0
-5.7569,28.0045,1.0979,1.3218,inf,0
-5.7018,28.0506,1.0942,1.3152,1.7290,0
-5.6581,28.0842,1.1162,1.3100,1.7565,0
-5.7084,28.1239,1.1087,1.3072,0.9848,0
-5.6989,28.2199,1.1030,1.3154,1.7648,0
-5.6473,28.2843,1.1326,1.3206,1.6195,0
-5.6492,28.3394,1.0903,1.3206,1.2547,0
-5.6114,28.3849,1.1143,1.3180,2.1894,0
-5.6133,28.4494,1.1328,1.3195,1.2134,0
-5.6379,28.5052,1.1398,1.3210,1.8914,0
-5.6309,28.5882,1.0973,1.3206,2.4547,0
-5.6038,28.6363,1.1103,1.3191,1.9466,0
-5.5762,28.7012,1.1169,1.3040,1.1419,0
-5.5505,28.7623,1.1255,1.3009,1.7968,0
-5.5708,28.8121,1.1463,1.3054,0.7356,0
-5.5588,28.8842,1.1217,1.3119,0.9862,0
-5.5357,28.9464,1.1672,1.3183,1.5570,0
-5.4865,29.0244,1.1442,1.3260,1.8220,0
-5.5137,29.0925,1.1494,1.3527,1.2030,0
-5.5234,29.1507,1.1490,1.3604,1.3440,0
-5.4740,29.2378,1.1383,1.3647,2.0561,0
-5.4712,29.2996,1.1582,1.3631,1.2553,0
-5.4919,29.3743,1.1391,1.3789,1.4338,0
-5.4823,29.4272,1.1452,1.3974,1.0872,0
-5.4581,29.4842,1.1627,1.4086,2.1046,0
-5.4235,29.5323,1.1275,1.4398,0.6134,0
-5.4386,29.5917,1.1525,1.4746,1.2571,0
-5.4464,29.6604,1.1779,1.4915,1.1588,0
-5.4486,29.7152,1.1475,1.4895,2.1517,0
-5.4362,29.7827,1.1617,1.4782,1.7082,0
-5.4708,29.8524,1.1465,1.4565,2.0329,0
-5.4348,29.9589,1.1673,1.4519,2.2869,0
-5.4520,30.0322,1.1468,1.4710,1.6426,0
-5.4303,30.1255,1.1633,1.5022,2.4716,0
-5.3683,30.1458,1.1678,1.5469,1.5001,0
-5.4305,30.2212,1.1762,1.5843,1.6720,0
-5.4640,30.2708,1.1909,1.5867,2.1170,0
-5.4437,30.3179,1.1537,1.5836,inf,0
-5.4318,30.4072,1.2125,1.5760,2.7637,0
-5.4777,30.4343,1.1537,1.5670,1.1757,0
-5.4871,30.5070,1.1627,1.5582,1.1775,0
-5.4608,30.5764,1.1808,1.5554,1.1788,0
-5.4877,30.6189,1.1511,1.5611,inf,0
-5.4847,30.6938,1.1725,1.5699,2.0533,0
-5.5042,30.7586,1.1789,1.5799,1.0981,0
-5.4879,30.8142,1.1785,1.5778,1.6577,0
-5.4720,30.8659,1.1952,1.5778,1.9439,0
-5.4883,30.9179,1.1878,1.5727,0.4563,0
-5.5017,30.9755,1.2109,1.5699,2.1791,0
-5.5117,31.0439,1.1474,1.5630,1.8900,0
-5.4981,31.0921,1.1697,1.5596,inf,0
-5.4893,31.1497,1.1796,1.5452,0.9109,0
-5.5696,31.2240,1.1606,1.5638,2.3955,0
-5.5431,31.2914,1.1937,1.5817,1.3087,0
-5.5344,31.3521,1.1574,1.5893,1.2733,0
-5.5033,31.4249,1.2110,1.6077,1.5625,0
-5.5130,31.4881,1.1751,1.6316,1.3208,0
-5.5469,31.5283,1.1971,1.6397,inf,0
-5.5697,31.5747,1.1902,1.6449,inf,0
-5.5765,31.6369,1.1858,1.6567,1.6089,0
-5.5902,31.7041,1.1821,1.6690,1.3456,0
-5.5901,31.7836,1.2287,1.6782,2.3087,0
-5.6315,31.8325,1.1825,1.6877,1.5496,0
-5.6653,31.9063,1.2045,1.6974,2.8870,0
-5.6445,31.9713,1.1639,1.7295,1.0143,0
-5.6546,32.0273,1.2159,1.7485,1.8062,0
-5.6325,32.0793,1.1749,1.7563,1.3232,0
-5.6886,32.0852,1.2127,1.7585,2.2777,0
-5.7178,32.1598,1.2027,1.7495,1.6996,0
-5.7003,32.2189,1.2032,1.7449,2.1179,0
-5.6997,32.2759,1.1851,1.7387,0.4541,0
-5.7200,32.3414,1.2089,1.7399,1.5704,0
-5.7909,32.4187,1.2008,1.7544,2.2082,0
-5.7946,32.4858,1.1894,1.7801,1.2573,0
-5.7884,32.5556,1.1894,1.8041,1.3145,0
-5.7744,32.6151,1.2178,1.8167,0.6253,0
-5.8075,32.6697,1.1876,1.8187,1.2028,0
-5.8367,32.7212,1.1959,1.8229,0.8189,0
-5.8350,32.7755,1.2127,1.8286,0.8564,0
-5.8704,32.8230,1.1850,1.8445,1.8306,0
-5.9210,32.8886,1.2072,1.8577,2.7135,0
-5.9829,32.9422,1.1777,1.8727,1.8146,0
-5.9817,33.0048,1.1998,1.8766,2.2797,0
-5.9936,33.0661,1.2173,1.8914,0.9306,0
-6.0069,33.1444,1.2252,1.9180,1.7135,0
-6.0333,33.2008,1.1962,1.9063,1.2685,0
-6.0630,33.2718,1.1849,1.8899,1.2015,0
-6.0474,33.3253,1.2136,1.8924,1.2908,0
-6.0834,33.3906,1.2037,1.9003,1.8362,0
-6.1320,33.4659,1.2272,1.8968,2.8730,0
-6.1542,33.5126,1.2368,1.8904,1.8047,0
-6.1704,33.5884,1.2271,1.8933,2.1441,0
-6.2683,33.6166,1.1971,1.9079,2.1139,0
-6.2182,33.6692,1.2049,1.9175,1.2394,0
-6.2496,33.7098,1.2333,1.9180,2.0532,0
-6.2536,33.7862,1.2179,1.8983,1.8595,0
-6.3199,33.8439,1.2107,1.8924,1.5676,0
-6.2912,33.8919,1.2074,1.8876,1.9644,0
-6.3051,33.9468,1.2166,1.8929,2.0231,0
-6.3728,33.9842,1.2439,1.8931,3.0068,0
-6.4151,34.0430,1.2214,1.8888,2.6021,0
-6.3922,34.1098,1.1909,1.8872,0.9474,0
-6.4060,34.1581,1.2231,1.8876,2.0469,0
-6.4739,34.1494,1.1985,1.8938,2.3249,0
-6.4786,34.2061,1.2171,1.9032,2.0529,0
-6.4553,34.2686,1.2455,1.9112,2.0880,0
-6.5134,34.3372,1.2177,1.8951,2.3432,0
-6.5468,34.3900,1.2227,1.8938,2.0215,0
-6.5145,34.4718,1.1909,1.8887,2.7995,0
-6.5591,34.5098,1.2108,1.9002,2.8216,0
-6.6181,34.5418,1.2172,1.9034,1.8482,0
-6.6550,34.5797,1.1974,1.8948,inf,0
-6.6314,34.6316,1.2077,1.8900,1.1061,0
-6.7136,34.6635,1.2078,1.9203,1.5829,0
-6.7532,34.7016,1.2114,1.9434,1.8895,0
-6.7857,34.8099,1.1980,1.9946,1.4831,0
-6.7678,34.8759,1.2227,2.0252,1.2494,0
-6.7888,34.9430,1.2022,2.0421,1.2445,0
-6.8150,34.9904,1.2056,2.0585,1.8626,0
-6.8259,35.0467,1.2127,2.0882,1.1785,0
-6.8490,35.1064,1.1765,2.1486,1.7535,0
-6.9041,35.1277,1.2281,2.1517,2.6914,0
-6.9589,35.1626,1.1922,2.1449,2.5456,0
-6.9686,35.2153,1.2248,2.1361,1.2949,0
-7.0234,35.2499,1.1952,2.1289,1.3774,0
-7.0362,35.3174,1.2020,2.1306,1.2327,0
-7.0839,35.3394,1.2083,2.1328,1.2511,0
-7.2273,35.4263,1.2072,2.1383,6.1561,0
-7.1829,35.4752,1.2183,2.1371,2.2992,0
-7.1910,35.5288,1.2062,2.1267,2.4473,0
-7.1780,35.5806,1.2113,2.1236,3.5356,0
-7.2356,35.5911,1.2089,2.1395,2.0116,0
-7.2998,35.6085,1.2223,2.1425,2.3275,0
-7.2665,35.6617,1.1799,2.1497,1.3947,0
-7.3507,35.7085,1.2338,2.1655,2.5826,0
-7.4013,35.7863,1.2245,2.1862,2.8764,0
-7.4567,35.8108,1.1994,2.1922,1.2014,0
-7.4621,35.8648,1.1900,2.1923,1.8934,0
-7.5500,35.9467,1.1877,2.1781,3.0123,0
-7.5906,36.0137,1.1804,2.1827,1.6255,0
-7.6470,36.0702,1.2160,2.1921,1.3315,0
-7.6874,36.1131,1.1996,2.1930,0.8739,0
-7.6473,36.1432,1.2187,2.1990,1.8430,0
-7.7096,36.1442,1.1972,2.2055,2.2633,0
-7.7371,36.1909,1.1605,2.2179,1.7658,0
-7.7857,36.2216,1.1915,2.2207,2.2441,0
-7.8252,36.2810,1.2094,2.2192,2.5230,0
-7.8782,36.3095,1.1478,2.2206,2.3794,0
-7.8600,36.3671,1.2161,2.2146,1.6204,0
-7.9334,36.4202,1.1604,2.2203,1.6410,0
-7.9737,36.4641,1.1566,2.2229,2.0480,0
-8.0097,36.5108,1.1815,2.2276,0.7669,0
-8.0306,36.5601,1.1930,2.2341,0.8194,0
-8.0661,36.5956,1.1884,2.2450,1.3224,0
-8.1127,36.6235,1.1851,2.2544,0.8114,0
-8.1823,36.6788,1.1766,2.2615,1.5108,0
-8.2410,36.7302,1.1768,2.2664,1.0071,0
-8.3028,36.7774,1.1650,2.2754,1.6650,0
-8.3457,36.8267,1.1720,2.2900,0.7498,0
-8.3903,36.8628,1.1459,2.3173,1.9151,0
-8.4162,36.9204,1.1719,2.3603,0.6255,0
-8.4682,36.9237,1.1661,2.3604,1.2040,0
-8.5044,36.9805,1.1742,2.3569,1.6245,0
-8.5371,37.0185,1.1707,2.3480,0.7860,0
-8.5968,37.0698,1.1624,2.3475,1.3912,0
-8.6371,37.1026,1.1755,2.3427,1.0891,0
-8.6792,37.1390,1.1615,2.3414,0.7989,0
-8.7293,37.1740,1.1795,2.3422,0.7846,0
-8.7656,37.2193,1.1547,2.3436,1.5979,0
-8.8164,37.2575,1.1736,2.3466,1.1979,0
-8.9232,37.3218,1.1679,2.3458,3.7381,0
-8.9516,37.4046,1.1449,2.3242,2.0114,0
-8.9810,37.4759,1.1577,2.2841,1.6921,0
-8.9281,37.4677,1.1731,2.2410,1.1777,0
-9.0496,37.5079,1.1663,2.0787,1.8355,0
-9.1562,37.5359,1.1333,2.0098,2.6850,0
-9.2063,37.5772,1.1363,1.9762,inf,0
-9.2345,37.6488,1.1495,1.9266,1.3417,0
-9.2660,37.7877,1.1350,1.8439,1.7226,0
-9.2047,37.8515,1.1434,1.8109,3.0515,0
-9.1760,37.9099,1.1468,1.7893,2.2395,0
-9.1328,37.9463,1.1500,1.7366,1.1640,0
-9.1724,37.9114,1.1701,1.6649,0.8531,0
-9.1931,37.9671,1.1436,1.6309,1.4875,0
-9.2829,38.0086,1.1246,1.5867,2.7866,0
-9.2805,38.0648,1.1411,1.5660,2.0137,0
-9.2897,38.1154,1.1408,1.5496,inf,0
-9.2907,38.1789,1.1582,1.5183,1.6746,0
-9.2436,38.2968,1.1706,1.4723,2.8636,0
-9.2336,38.3611,1.1660,1.4468,2.2394,0
-9.1561,38.4078,1.1279,1.3754,1.4253,0
-9.1801,38.4616,1.1632,1.2220,2.3061,0
-9.1668,38.5283,1.1684,1.2224,1.3354,0
-9.1267,38.5798,1.1923,1.2322,0.9277,0
-9.0970,38.6544,1.1296,1.2413,3.0005,0
-9.1079,38.7098,1.1876,1.2445,2.1750,0
-9.1044,38.7854,1.1844,1.2450,2.1066,0
-9.0848,38.8345,1.1541,1.2432,0.7536,0
-9.0690,38.8960,1.1842,1.2350,1.3268,0
-9.0263,38.9436,1.1562,1.2236,2.4873,0
-9.0335,39.0075,1.1800,1.2165,1.0687,0
-8.9845,39.0509,1.1897,1.2169,1.8630,0
-8.9885,39.1253,1.1781,1.2266,1.3825,0
-8.9829,39.1875,1.1592,1.2266,1.1688,0
-8.9526,39.2351,1.1906,1.2238,2.0779,0
-8.9648,39.2951,1.1631,1.2236,0.9738,0
-8.9949,39.3558,1.2002,1.2323,2.6517,0
-8.9323,39.3486,1.1861,1.2586,1.8334,0
-8.9132,39.4312,1.2077,1.2418,1.5656,0
-8.9178,39.4824,1.1912,1.2165,1.3770,0
-8.9106,39.5565,1.1955,1.2077,1.1083,0
-8.8467,39.5955,1.1876,1.2102,1.5282,0
-8.8462,39.6534,1.1887,1.2265,1.7147,0
-8.8298,39.7151,1.2047,1.2325,1.2176,0
-8.8083,39.8044,1.1931,1.2347,1.8845,0
-8.7922,39.7401,1.2067,1.2064,3.0067,0
-8.7824,39.7981,1.2455,1.1501,1.2092,0
-8.7115,39.9520,1.1992,1.1130,2.3098,0
-8.7824,39.9525,1.1539,1.1145,2.8862,0
-8.7619,40.0186,1.2221,1.0933,2.3225,0
-8.7263,40.1008,1.2458,1.0701,1.9343,0
-8.6691,40.1321,1.2790,1.0731,2.5098,0
-8.6415,40.1852,1.2269,1.0808,0.9870,0
-8.6069,40.2441,1.2496,1.0818,1.6108,0
-8.6016,40.3024,1.2175,1.0847,2.0546,0
-8.5492,40.3544,1.2485,1.0835,2.0756,0
-8.5637,40.4242,1.2503,1.0788,1.7545,0
-8.5082,40.4774,1.2565,1.0783,1.4177,0
-8.5153,40.5363,1.2966,1.0821,2.4543,0
-8.4558,40.5661,1.2373,1.0764,1.8939,0
-8.4456,40.6459,1.2675,1.0713,1.4710,0
-8.4069,40.7263,1.2878,1.0774,2.7495,0
-8.3852,40.7806,1.3075,1.0806,1.0895,0
-8.3377,40.8605,1.2642,1.0822,1.7324,0
-8.3158,40.9406,1.3234,1.0847,1.8699,0
-8.2892,41.0163,1.2581,1.0810,1.5991,0
-8.2340,41.0446,1.3081,1.0783,2.7361,0
-8.2304,41.0977,1.2679,1.0749,1.9727,0
-8.2108,41.1977,1.3422,1.0735,2.7771,0
-8.1537,41.2620,1.3044,1.0757,1.9661,0
-8.1280,41.3135,1.3214,1.0718,0.9050,0
-8.1287,41.3671,1.3253,1.0774,0.8448,0
-8.0748,41.4781,1.3244,1.0755,2.8701,0
-8.0446,41.5286,1.3360,1.0800,1.2448,0
-8.0026,41.5558,1.2932,1.0794,2.2611,0
-7.9762,41.6133,1.3515,1.0859,1.6333,0
-8.0308,41.6108,1.3266,1.0853,2.0632,0
-7.9827,41.6939,1.3244,1.0729,2.0218,0
-7.9537,41.7616,1.3722,1.0695,3.0137,0
-7.8938,41.8198,1.3596,1.0658,2.0085,0
-7.8575,41.9193,1.3600,1.0697,2.4930,0
-7.8027,42.0261,1.3399,1.0750,3.0155,0
-7.7738,42.0685,1.3503,1.0815,inf,0
-7.7415,42.1509,1.3885,1.0845,2.5731,0
-7.8140,42.1440,1.3262,1.0830,3.2911,0
-7.7530,42.1973,1.3698,1.0732,3.1572,0
-7.7197,42.2373,1.3452,1.0716,1.9747,0
-7.7004,42.2879,1.3928,1.0694,2.4758,0
-7.6663,42.3516,1.3706,1.0648,1.3086,0
-7.6421,42.4076,1.3889,1.0637,1.2900,0
-7.5934,42.4790,1.3901,1.0611,1.3929,0
-7.5817,42.5293,1.3787,1.0658,0.8370,0
-7.5732,42.5788,1.3786,1.0666,1.8053,0
-7.5080,42.6572,1.4079,1.0724,2.8536,0
-7.4983,42.7187,1.3922,1.0677,1.7139,0
-7.4653,42.7686,1.3892,1.0671,2.0599,0
-7.4488,42.8190,1.4021,1.0532,1.0330,0
-7.4236,42.8662,1.3676,1.0524,0.9954,0
-7.4242,42.9414,1.3658,1.0598,1.2184,0
-7.3618,42.9792,1.3693,1.0668,0.8612,0
-7.3429,43.0305,1.3839,1.0609,0.5357,0
-7.3194,43.0822,1.3593,1.0586,1.2432,0
-7.2900,43.1347,1.3593,1.0594,0.7890,0
-7.2729,43.1827,1.3679,1.0626,0.5615,0
-7.2331,43.2347,1.3816,1.0664,1.5947,0
-7.2174,43.2844,1.3593,1.0609,0.7054,0
-7.1648,43.3357,1.3643,1.0474,1.1009,0
-7.1545,43.3909,1.3635,0.9798,0.9230,0
-7.1525,43.4414,1.3575,0.9550,inf,0
-7.1195,43.4932,1.3655,0.9487,2.1266,0
-7.0696,43.5306,1.3685,0.9403,0.6915,0
-7.0413,43.5737,1.3447,0.9461,0.8968,0
-7.0235,43.6270,1.3808,0.9673,1.4560,0
-6.9960,43.6965,1.3637,0.9711,1.3772,0
-6.9498,43.7373,1.3747,0.9617,1.3142,0
-6.9331,43.8101,1.3207,0.9578,1.1605,0
-6.8980,43.8566,1.3491,0.9578,0.9061,0
-6.8690,43.8974,1.3564,0.9563,0.7363,0
-6.8374,43.9420,1.3447,0.9535,0.7924,0
-6.8029,43.9996,1.3505,0.9557,0.9486,0
-6.7681,44.0542,1.3378,0.9587,1.1921,0
-6.7532,44.1077,1.3370,0.9596,inf,0
-6.7066,44.1621,1.3472,0.9595,0.8926,0
-6.6632,44.2085,1.3590,0.9586,0.7359,0
-6.6528,44.2757,1.3520,0.9564,1.0754,0
-6.6077,44.3289,1.3329,0.9566,1.3075,0
-6.5861,44.3757,1.3395,0.9565,inf,0
-6.5517,44.4166,1.3166,0.9555,0.9992,0
-6.5268,44.4915,1.3377,0.9519,1.4644,0
-6.4904,44.5295,1.3345,0.9523,inf,0
-6.4640,44.5731,1.3462,0.9485,0.9242,0
-6.4281,44.6142,1.3352,0.9474,1.1392,0
-6.4128,44.6623,1.3245,0.9594,0.3361,0
-6.3535,44.7363,1.3477,0.9610,2.0440,0
-6.3526,44.7987,1.3336,0.9536,1.1204,0
-6.3167,44.8697,1.3246,0.9383,1.6532,0
-6.2951,44.9293,1.3275,0.9200,1.8719,0
-6.2451,44.9326,1.3393,0.9058,1.1600,0
-6.2004,44.9578,1.3551,0.9053,0.1591,0
-6.1886,45.0291,1.3312,0.9214,1.6567,0
-6.1440,45.0759,1.3502,0.9217,1.0351,0
-6.1054,45.1096,1.3391,0.9191,inf,0
-6.0862,45.1742,1.3222,0.9202,0.8940,0
-6.0371,45.2371,1.3350,0.9177,1.9112,0
-5.9909,45.2571,1.3372,0.9194,1.2368,0
-5.9652,45.3186,1.3351,0.9233,1.6609,0
-5.9548,45.3746,1.3037,0.9186,0.8264,0
-5.9166,45.4127,1.3169,0.9145,0.7795,0
-5.8949,45.4668,1.3010,0.9140,1.6395,0
-5.8546,45.5338,1.3193,0.9183,1.4334,0
-5.8157,45.5819,1.3352,0.9170,0.9663,0
-5.7738,45.6446,1.3138,0.9143,0.9855,0
-5.7359,45.6822,1.3341,0.9159,1.2763,0
-5.7185,45.7324,1.3039,0.9254,inf,0
-5.6845,45.7790,1.3113,0.9184,0.8021,0
-5.6393,45.8124,1.3000,0.9133,0.4115,0
-5.6360,45.8748,1.2936,0.9151,0.9879,0
-5.5823,45.9229,1.3264,0.9137,1.1150,0
-5.5490,45.9795,1.2750,0.9145,1.4955,0
-5.5187,46.0235,1.3055,0.9184,0.8423,0
-5.4867,46.0983,1.2916,0.9142,1.3266,0
-5.4441,46.1324,1.3031,0.9099,1.4653,0
-5.4088,46.1829,1.3059,0.9114,1.4025,0
-5.3851,46.2432,1.3049,0.9166,1.1834,0
-5.3475,46.2766,1.3002,0.9176,1.2095,0
-5.3126,46.3257,1.2872,0.9163,0.7916,0
-5.2837,46.3671,1.2867,0.9159,inf,0
-5.2599,46.4215,1.3058,0.9122,1.2257,0
-5.2186,46.4779,1.2861,0.9082,1.2001,0
-5.1886,46.5200,1.2885,0.9133,0.5292,0
-5.1310,46.5711,1.2884,0.9107,2.6264,0
-5.1354,46.6256,1.2881,0.9047,0.8007,0
-5.0873,46.6855,1.2716,0.9093,1.6418,0
-5.0397,46.7208,1.2861,0.9124,1.8099,0
-5.0163,46.7793,1.2799,0.9155,1.1333,0
-4.9724,46.8428,1.2921,0.9090,1.4071,0
-4.9569,46.8952,1.2697,0.9076,1.2995,0
-4.9034,46.9405,1.3018,0.9070,1.6580,0
-4.8776,46.9847,1.2783,0.9075,1.2860,0
-4.8441,47.0229,1.2899,0.9053,1.4093,0
-4.8270,47.0725,1.2739,0.9095,inf,0
-4.7873,47.1242,1.2779,0.9086,1.3482,0
-4.7392,47.1725,1.2848,0.9104,0.7514,0
-4.7149,47.2338,1.2945,0.9161,0.9184,0
-4.6865,47.2847,1.2790,0.9087,1.0011,0
-4.6470,47.3230,1.3021,0.9080,0.9217,0
-4.6176,47.3680,1.2786,0.9115,1.4132,0
-4.5760,47.4155,1.2828,0.9124,0.7192,0
-4.5322,47.4703,1.2783,0.9018,1.2364,0
-4.4880,47.5292,1.2797,0.8928,0.9483,0
-4.4692,47.5865,1.2691,0.9036,1.2200,0
-4.4303,47.6275,1.2597,0.9109,0.5702,0
-4.3954,47.6758,1.2794,0.9136,1.2580,0
-4.4061,47.7260,1.2640,0.9087,0.7960,0
-4.3619,47.7555,1.2731,0.9018,0.5604,0
-4.3227,47.7924,1.2793,0.9004,0.6764,0
-4.2895,47.8646,1.2613,0.9098,1.3921,0
-4.2624,47.9258,1.2989,0.9124,1.5340,0
-4.2212,47.9783,1.2619,0.9077,1.2386,0
-4.1855,48.0181,1.2557,0.8994,1.1534,0
-4.1342,48.0421,1.2959,0.9000,inf,0
-4.1149,48.0999,1.2656,0.8949,1.4299,0
-4.0703,48.1533,1.2936,0.8973,1.2139,0
-4.0483,48.2000,1.2767,0.9037,0.7357,0
-4.0051,48.2312,1.2851,0.9008,1.8549,0
-3.9740,48.3039,1.2703,0.8973,1.1506,0
-3.9500,48.3528,1.2423,0.9036,0.6446,0
-3.9195,48.4125,1.2738,0.9053,1.1367,0
-3.8704,48.4571,1.2584,0.8968,1.0346,0
-3.8543,48.5112,1.2658,0.8953,0.8093,0
-3.8086,48.5324,1.2653,0.8964,1.1834,0
-3.7822,48.5865,1.2725,0.8986,1.0708,0
-3.7510,48.6267,1.2798,0.8971,1.2623,0
-3.6834,48.7089,1.2834,0.9021,2.0704,0
-3.6707,48.7580,1.2720,0.9047,inf,0
-3.6273,48.8007,1.2742,0.9042,1.0160,0
-3.6112,48.8486,1.2539,0.9017,inf,0
-3.5598,48.9339,1.2619,0.8959,1.9246,0
-3.5268,48.9734,1.2712,0.8924,1.8945,0
-3.4674,49.0441,1.2967,0.8913,2.1120,0
-3.4317,49.0934,1.2950,0.8949,0.6870,0
-3.3943,49.1672,1.3119,0.8996,1.5410,0
-3.3401,49.2217,1.3196,0.8984,1.3628,0
-3.2990,49.2936,1.2999,0.8979,1.3029,0
-3.2567,49.3554,1.3247,0.8992,1.9851,0
-3.2116,49.4114,1.2994,0.8897,1.1913,0
-3.1621,49.4514,1.3315,0.8843,0.4925,0
-3.1752,49.5156,1.3083,0.8924,1.8344,0
-3.1396,49.5582,1.3044,0.8942,1.8150,0
-3.0827,49.6022,1.3241,0.8922,1.0854,0
-3.0383,49.6720,1.3386,0.8899,1.3776,0
-2.9960,49.7113,1.3220,0.8929,1.3764,0
-2.9693,49.7546,1.3625,0.8974,1.7273,0
-2.9558,49.8076,1.3353,0.8947,1.3021,0
-2.9149,49.8579,1.3193,0.8851,1.0752,0
-2.8635,49.8888,1.3417,0.8863,2.1991,0
-2.8457,49.9379,1.3503,0.8889,1.7554,0
-2.7914,49.9824,1.3272,0.8897,0.9051,0
-2.7544,50.0516,1.3528,0.8889,1.1523,0
-2.7479,50.1027,1.3493,0.8877,inf,0
-2.6917,50.1544,1.3521,0.8884,1.5451,0
-2.6572,50.2178,1.3650,0.8943,1.2484,0
-2.6305,50.2778,1.3673,0.8963,1.1692,0
-2.5820,50.3234,1.3591,0.8989,0.9925,0
-2.5405,50.3758,1.3660,0.8924,1.3296,0
-2.4943,50.4360,1.3579,0.8840,1.7058,0
-2.4530,50.5042,1.3813,0.8856,2.1408,0
-2.4221,50.5594,1.3654,0.8824,0.8648,0
-2.3851,50.6107,1.3858,0.8873,0.9524,0
-2.3210,50.6634,1.3812,0.8927,1.8344,0
