epoch:=100 ,test_acc:=255.678635
epoch:=200 ,test_acc:=251.288742
epoch:=300 ,test_acc:=246.976929
epoch:=400 ,test_acc:=242.700974
epoch:=500 ,test_acc:=238.494156
epoch:=600 ,test_acc:=234.343292
epoch:=700 ,test_acc:=230.259277
epoch:=800 ,test_acc:=226.253616
epoch:=900 ,test_acc:=222.306946
epoch:=1000 ,test_acc:=218.432465
epoch:=1100 ,test_acc:=214.604385
epoch:=1200 ,test_acc:=210.849396
epoch:=1300 ,test_acc:=207.153976
epoch:=1400 ,test_acc:=203.533020
epoch:=1500 ,test_acc:=199.967102
epoch:=1600 ,test_acc:=196.449890
epoch:=1700 ,test_acc:=193.000793
epoch:=1800 ,test_acc:=189.592636
epoch:=1900 ,test_acc:=186.277725
epoch:=2000 ,test_acc:=183.023727
epoch:=2100 ,test_acc:=179.784836
epoch:=2200 ,test_acc:=176.598236
epoch:=2300 ,test_acc:=173.460754
epoch:=2400 ,test_acc:=170.384079
epoch:=2500 ,test_acc:=167.353867
epoch:=2600 ,test_acc:=164.364334
epoch:=2700 ,test_acc:=161.421997
epoch:=2800 ,test_acc:=158.543594
epoch:=2900 ,test_acc:=155.692734
epoch:=3000 ,test_acc:=152.879028
epoch:=3100 ,test_acc:=150.143188
epoch:=3200 ,test_acc:=147.425430
epoch:=3300 ,test_acc:=144.749741
epoch:=3400 ,test_acc:=142.124374
epoch:=3500 ,test_acc:=139.530182
epoch:=3600 ,test_acc:=137.009720
epoch:=3700 ,test_acc:=134.492737
epoch:=3800 ,test_acc:=132.021652
epoch:=3900 ,test_acc:=129.610153
epoch:=4000 ,test_acc:=127.217842
epoch:=4100 ,test_acc:=124.870232
epoch:=4200 ,test_acc:=122.560997
epoch:=4300 ,test_acc:=120.276001
epoch:=4400 ,test_acc:=118.037331
epoch:=4500 ,test_acc:=115.838013
epoch:=4600 ,test_acc:=113.653183
epoch:=4700 ,test_acc:=111.529587
epoch:=4800 ,test_acc:=109.410301
epoch:=4900 ,test_acc:=107.354507
epoch:=5000 ,test_acc:=105.331360
epoch:=5100 ,test_acc:=103.316696
epoch:=5200 ,test_acc:=101.375351
epoch:=5300 ,test_acc:=99.434258
epoch:=5400 ,test_acc:=97.532578
epoch:=5500 ,test_acc:=95.654831
epoch:=5600 ,test_acc:=93.822113
epoch:=5700 ,test_acc:=92.004417
epoch:=5800 ,test_acc:=90.215385
epoch:=5900 ,test_acc:=88.469368
epoch:=6000 ,test_acc:=86.744728
epoch:=6100 ,test_acc:=85.051460
epoch:=6200 ,test_acc:=83.388176
epoch:=6300 ,test_acc:=81.762245
epoch:=6400 ,test_acc:=80.145699
epoch:=6500 ,test_acc:=78.570023
epoch:=6600 ,test_acc:=77.011223
epoch:=6700 ,test_acc:=75.490364
epoch:=6800 ,test_acc:=73.991394
epoch:=6900 ,test_acc:=72.520607
epoch:=7000 ,test_acc:=71.066124
epoch:=7100 ,test_acc:=69.680801
epoch:=7200 ,test_acc:=68.264969
epoch:=7300 ,test_acc:=66.905823
epoch:=7400 ,test_acc:=65.540184
