epoch:=100 ,test_acc:=256.228065
epoch:=200 ,test_acc:=251.956068
epoch:=300 ,test_acc:=247.730336
epoch:=400 ,test_acc:=243.543991
epoch:=500 ,test_acc:=239.408902
epoch:=600 ,test_acc:=235.342667
epoch:=700 ,test_acc:=231.326756
epoch:=800 ,test_acc:=227.404324
epoch:=900 ,test_acc:=223.553542
epoch:=1000 ,test_acc:=219.787596
epoch:=1100 ,test_acc:=216.097789
epoch:=1200 ,test_acc:=212.430377
epoch:=1300 ,test_acc:=208.842494
epoch:=1400 ,test_acc:=205.340970
epoch:=1500 ,test_acc:=201.875957
epoch:=1600 ,test_acc:=198.490262
epoch:=1700 ,test_acc:=195.167281
epoch:=1800 ,test_acc:=191.890796
epoch:=1900 ,test_acc:=188.687781
epoch:=2000 ,test_acc:=185.531114
epoch:=2100 ,test_acc:=182.437076
epoch:=2200 ,test_acc:=179.379617
epoch:=2300 ,test_acc:=176.373590
epoch:=2400 ,test_acc:=173.416010
epoch:=2500 ,test_acc:=170.517877
epoch:=2600 ,test_acc:=167.658430
epoch:=2700 ,test_acc:=164.847955
epoch:=2800 ,test_acc:=162.071758
epoch:=2900 ,test_acc:=159.344687
epoch:=3000 ,test_acc:=156.666127
epoch:=3100 ,test_acc:=154.025629
epoch:=3200 ,test_acc:=151.419463
epoch:=3300 ,test_acc:=148.849768
epoch:=3400 ,test_acc:=146.328114
epoch:=3500 ,test_acc:=143.849231
epoch:=3600 ,test_acc:=141.415306
epoch:=3700 ,test_acc:=138.998453
epoch:=3800 ,test_acc:=136.631834
epoch:=3900 ,test_acc:=134.291525
epoch:=4000 ,test_acc:=131.997488
epoch:=4100 ,test_acc:=129.736993
epoch:=4200 ,test_acc:=127.503732
epoch:=4300 ,test_acc:=125.309853
epoch:=4400 ,test_acc:=123.145920
epoch:=4500 ,test_acc:=121.022448
epoch:=4600 ,test_acc:=118.930578
epoch:=4700 ,test_acc:=116.871756
epoch:=4800 ,test_acc:=114.853367
epoch:=4900 ,test_acc:=112.873267
epoch:=5000 ,test_acc:=110.904726
epoch:=5100 ,test_acc:=108.987539
epoch:=5200 ,test_acc:=107.090195
epoch:=5300 ,test_acc:=105.211160
epoch:=5400 ,test_acc:=103.372913
epoch:=5500 ,test_acc:=101.577479
epoch:=5600 ,test_acc:=99.797599
epoch:=5700 ,test_acc:=98.057707
epoch:=5800 ,test_acc:=96.342705
epoch:=5900 ,test_acc:=94.661750
epoch:=6000 ,test_acc:=93.011685
epoch:=6100 ,test_acc:=91.378676
epoch:=6200 ,test_acc:=89.775130
epoch:=6300 ,test_acc:=88.199963
epoch:=6400 ,test_acc:=86.647320
epoch:=6500 ,test_acc:=85.125000
epoch:=6600 ,test_acc:=83.640009
epoch:=6700 ,test_acc:=82.164386
epoch:=6800 ,test_acc:=80.717970
epoch:=6900 ,test_acc:=79.289768
epoch:=7000 ,test_acc:=77.905040
epoch:=7100 ,test_acc:=76.532846
epoch:=7200 ,test_acc:=75.206205
epoch:=7300 ,test_acc:=73.873901
epoch:=7400 ,test_acc:=72.582652
epoch:=7500 ,test_acc:=71.306900
epoch:=7600 ,test_acc:=70.062089
epoch:=7700 ,test_acc:=68.831007
epoch:=7800 ,test_acc:=67.637022
epoch:=7900 ,test_acc:=66.442567
epoch:=8000 ,test_acc:=65.296859
epoch:=8100 ,test_acc:=64.146058
epoch:=8200 ,test_acc:=63.015698
epoch:=8300 ,test_acc:=61.919723
epoch:=8400 ,test_acc:=60.841876
epoch:=8500 ,test_acc:=59.772592
epoch:=8600 ,test_acc:=58.720396
epoch:=8700 ,test_acc:=57.685459
epoch:=8800 ,test_acc:=56.678509
epoch:=8900 ,test_acc:=55.697807
epoch:=9000 ,test_acc:=54.722626
epoch:=9100 ,test_acc:=53.780835
epoch:=9200 ,test_acc:=52.837204
epoch:=9300 ,test_acc:=51.933501
epoch:=9400 ,test_acc:=51.019090
epoch:=9500 ,test_acc:=50.146294
epoch:=9600 ,test_acc:=49.272070
epoch:=9700 ,test_acc:=48.421941
epoch:=9800 ,test_acc:=47.599009
epoch:=9900 ,test_acc:=46.775047
epoch:=10000 ,test_acc:=45.994193
epoch:=10100 ,test_acc:=45.192088
epoch:=10200 ,test_acc:=44.430193
epoch:=10300 ,test_acc:=43.668733
epoch:=10400 ,test_acc:=42.928235
epoch:=10500 ,test_acc:=42.197000
epoch:=10600 ,test_acc:=41.486971
epoch:=10700 ,test_acc:=40.781107
epoch:=10800 ,test_acc:=40.108873
epoch:=10900 ,test_acc:=39.421108
epoch:=11000 ,test_acc:=38.761639
epoch:=11100 ,test_acc:=38.118974
epoch:=11200 ,test_acc:=37.507299
epoch:=11300 ,test_acc:=36.868047
epoch:=11400 ,test_acc:=36.267258
epoch:=11500 ,test_acc:=35.670454
epoch:=11600 ,test_acc:=35.087460
epoch:=11700 ,test_acc:=34.513380
epoch:=11800 ,test_acc:=33.948446
epoch:=11900 ,test_acc:=33.400446
epoch:=12000 ,test_acc:=32.855889
epoch:=12100 ,test_acc:=32.335423
epoch:=12200 ,test_acc:=31.813897
epoch:=12300 ,test_acc:=31.305143
epoch:=12400 ,test_acc:=30.797510
epoch:=12500 ,test_acc:=30.302426
epoch:=12600 ,test_acc:=29.830969
epoch:=12700 ,test_acc:=29.362423
epoch:=12800 ,test_acc:=28.901947
epoch:=12900 ,test_acc:=28.459405
epoch:=13000 ,test_acc:=28.001566
epoch:=13100 ,test_acc:=27.568201
epoch:=13200 ,test_acc:=27.151236
epoch:=13300 ,test_acc:=26.726908
