epoch:=100 ,test_acc:=4.598591
epoch:=200 ,test_acc:=1.676192
epoch:=300 ,test_acc:=1.080987
epoch:=400 ,test_acc:=0.915266 ModelSave!
epoch:=500 ,test_acc:=0.853993 ModelSave!
epoch:=600 ,test_acc:=0.826726 ModelSave!
epoch:=700 ,test_acc:=0.811067 ModelSave!
epoch:=800 ,test_acc:=0.803901 ModelSave!
epoch:=900 ,test_acc:=0.799190 ModelSave!
epoch:=1000 ,test_acc:=0.796943 ModelSave!
epoch:=1100 ,test_acc:=0.794683 ModelSave!
epoch:=1200 ,test_acc:=0.793259 ModelSave!
epoch:=1300 ,test_acc:=0.792082 ModelSave!
epoch:=1400 ,test_acc:=0.791689 ModelSave!
epoch:=1500 ,test_acc:=0.791403 ModelSave!
epoch:=1600 ,test_acc:=0.791202 ModelSave!
epoch:=1700 ,test_acc:=0.791016 ModelSave!
epoch:=1800 ,test_acc:=0.790876 ModelSave!
epoch:=1900 ,test_acc:=0.790722 ModelSave!
epoch:=2000 ,test_acc:=0.790465 ModelSave!
epoch:=2100 ,test_acc:=0.790337 ModelSave!
epoch:=2200 ,test_acc:=0.790387
epoch:=2300 ,test_acc:=0.790016 ModelSave!
epoch:=2400 ,test_acc:=0.789750 ModelSave!
epoch:=2500 ,test_acc:=0.789500 ModelSave!
epoch:=2600 ,test_acc:=0.789097 ModelSave!
epoch:=2700 ,test_acc:=0.788326 ModelSave!
epoch:=2800 ,test_acc:=0.788277 ModelSave!
epoch:=2900 ,test_acc:=0.787270 ModelSave!
epoch:=3000 ,test_acc:=0.786872 ModelSave!
epoch:=3100 ,test_acc:=0.786324 ModelSave!
epoch:=3200 ,test_acc:=0.785615 ModelSave!
epoch:=3300 ,test_acc:=0.784885 ModelSave!
epoch:=3400 ,test_acc:=0.785638
epoch:=3500 ,test_acc:=0.783990 ModelSave!
epoch:=3600 ,test_acc:=0.782717 ModelSave!
epoch:=3700 ,test_acc:=0.781415 ModelSave!
epoch:=3800 ,test_acc:=0.779248 ModelSave!
epoch:=3900 ,test_acc:=0.776823 ModelSave!
epoch:=4000 ,test_acc:=0.774424 ModelSave!
epoch:=4100 ,test_acc:=0.771332 ModelSave!
epoch:=4200 ,test_acc:=0.768719 ModelSave!
epoch:=4300 ,test_acc:=0.762376 ModelSave!
epoch:=4400 ,test_acc:=0.754783 ModelSave!
epoch:=4500 ,test_acc:=0.743283 ModelSave!
epoch:=4600 ,test_acc:=0.718188 ModelSave!
epoch:=4700 ,test_acc:=0.668866 ModelSave!
epoch:=4800 ,test_acc:=0.627356 ModelSave!
epoch:=4900 ,test_acc:=0.605237 ModelSave!
epoch:=5000 ,test_acc:=0.603477 ModelSave!
epoch:=5100 ,test_acc:=0.593695 ModelSave!
epoch:=5200 ,test_acc:=0.592711 ModelSave!
epoch:=5300 ,test_acc:=0.586931 ModelSave!
epoch:=5400 ,test_acc:=0.585421 ModelSave!
epoch:=5500 ,test_acc:=0.580462 ModelSave!
epoch:=5600 ,test_acc:=0.578986 ModelSave!
epoch:=5700 ,test_acc:=0.575103 ModelSave!
epoch:=5800 ,test_acc:=0.573130 ModelSave!
epoch:=5900 ,test_acc:=0.571759 ModelSave!
epoch:=6000 ,test_acc:=0.567970 ModelSave!
epoch:=6100 ,test_acc:=0.567096 ModelSave!
epoch:=6200 ,test_acc:=0.562711 ModelSave!
epoch:=6300 ,test_acc:=0.558922 ModelSave!
epoch:=6400 ,test_acc:=0.557594 ModelSave!
epoch:=6500 ,test_acc:=0.555111 ModelSave!
epoch:=6600 ,test_acc:=0.553073 ModelSave!
epoch:=6700 ,test_acc:=0.552150 ModelSave!
epoch:=6800 ,test_acc:=0.552684
epoch:=6900 ,test_acc:=0.571482
epoch:=7000 ,test_acc:=0.548941 ModelSave!
epoch:=7100 ,test_acc:=0.550593
epoch:=7200 ,test_acc:=0.543824 ModelSave!
epoch:=7300 ,test_acc:=0.546257
epoch:=7400 ,test_acc:=0.547972
epoch:=7500 ,test_acc:=0.539756 ModelSave!
epoch:=7600 ,test_acc:=0.535316 ModelSave!
epoch:=7700 ,test_acc:=0.532716 ModelSave!
epoch:=7800 ,test_acc:=0.549798
epoch:=7900 ,test_acc:=0.533234
epoch:=8000 ,test_acc:=0.540193
epoch:=8100 ,test_acc:=0.531625 ModelSave!
epoch:=8200 ,test_acc:=0.537756
epoch:=8300 ,test_acc:=0.523686 ModelSave!
epoch:=8400 ,test_acc:=0.529310
epoch:=8500 ,test_acc:=0.528142
epoch:=8600 ,test_acc:=0.539598
epoch:=8700 ,test_acc:=0.534602
epoch:=8800 ,test_acc:=0.518557 ModelSave!
epoch:=8900 ,test_acc:=0.522803
epoch:=9000 ,test_acc:=0.513568 ModelSave!
epoch:=9100 ,test_acc:=0.513450 ModelSave!
epoch:=9200 ,test_acc:=0.510869 ModelSave!
epoch:=9300 ,test_acc:=0.507053 ModelSave!
epoch:=9400 ,test_acc:=0.587210
epoch:=9500 ,test_acc:=0.503625 ModelSave!
epoch:=9600 ,test_acc:=0.501221 ModelSave!
epoch:=9700 ,test_acc:=0.501186 ModelSave!
epoch:=9800 ,test_acc:=0.499493 ModelSave!
epoch:=9900 ,test_acc:=0.519574
epoch:=10000 ,test_acc:=0.492380 ModelSave!
epoch:=10100 ,test_acc:=0.516800
epoch:=10200 ,test_acc:=0.488020 ModelSave!
epoch:=10300 ,test_acc:=0.485436 ModelSave!
epoch:=10400 ,test_acc:=0.486778
epoch:=10500 ,test_acc:=0.484169 ModelSave!
epoch:=10600 ,test_acc:=0.483029 ModelSave!
epoch:=10700 ,test_acc:=0.477688 ModelSave!
epoch:=10800 ,test_acc:=0.477428 ModelSave!
epoch:=10900 ,test_acc:=0.475157 ModelSave!
epoch:=11000 ,test_acc:=0.491035
epoch:=11100 ,test_acc:=0.472080 ModelSave!
epoch:=11200 ,test_acc:=0.473988
epoch:=11300 ,test_acc:=0.472663
epoch:=11400 ,test_acc:=0.478211
epoch:=11500 ,test_acc:=0.488701
epoch:=11600 ,test_acc:=0.482530
epoch:=11700 ,test_acc:=0.470547 ModelSave!
epoch:=11800 ,test_acc:=0.468873 ModelSave!
epoch:=11900 ,test_acc:=0.466055 ModelSave!
epoch:=12000 ,test_acc:=0.481212
epoch:=12100 ,test_acc:=0.464452 ModelSave!
epoch:=12200 ,test_acc:=0.462431 ModelSave!
epoch:=12300 ,test_acc:=0.464539
epoch:=12400 ,test_acc:=0.487239
epoch:=12500 ,test_acc:=0.461862 ModelSave!
epoch:=12600 ,test_acc:=0.458947 ModelSave!
epoch:=12700 ,test_acc:=0.458176 ModelSave!
epoch:=12800 ,test_acc:=0.464251
epoch:=12900 ,test_acc:=0.460757
epoch:=13000 ,test_acc:=0.463756
epoch:=13100 ,test_acc:=0.466453
epoch:=13200 ,test_acc:=0.461777
epoch:=13300 ,test_acc:=0.465821
epoch:=13400 ,test_acc:=0.453695 ModelSave!
epoch:=13500 ,test_acc:=0.464266
epoch:=13600 ,test_acc:=0.483746
epoch:=13700 ,test_acc:=0.465842
epoch:=13800 ,test_acc:=0.450074 ModelSave!
epoch:=13900 ,test_acc:=0.461774
epoch:=14000 ,test_acc:=0.463977
epoch:=14100 ,test_acc:=0.451891
epoch:=14200 ,test_acc:=0.449362 ModelSave!
epoch:=14300 ,test_acc:=0.448351 ModelSave!
epoch:=14400 ,test_acc:=0.464516
epoch:=14500 ,test_acc:=0.454511
epoch:=14600 ,test_acc:=0.461013
epoch:=14700 ,test_acc:=0.446184 ModelSave!
epoch:=14800 ,test_acc:=0.459627
epoch:=14900 ,test_acc:=0.449130
epoch:=15000 ,test_acc:=0.449132
epoch:=15100 ,test_acc:=0.522155
epoch:=15200 ,test_acc:=0.453135
epoch:=15300 ,test_acc:=0.456163
epoch:=15400 ,test_acc:=0.445791 ModelSave!
epoch:=15500 ,test_acc:=0.456753
epoch:=15600 ,test_acc:=0.449389
epoch:=15700 ,test_acc:=0.440789 ModelSave!
epoch:=15800 ,test_acc:=0.460619
epoch:=15900 ,test_acc:=0.441303
epoch:=16000 ,test_acc:=0.447679
epoch:=16100 ,test_acc:=0.446039
epoch:=16200 ,test_acc:=0.449394
epoch:=16300 ,test_acc:=0.439259 ModelSave!
epoch:=16400 ,test_acc:=0.440222
epoch:=16500 ,test_acc:=0.440304
epoch:=16600 ,test_acc:=0.483795
epoch:=16700 ,test_acc:=0.488533
epoch:=16800 ,test_acc:=0.483330
epoch:=16900 ,test_acc:=0.448516
epoch:=17000 ,test_acc:=0.446853
epoch:=17100 ,test_acc:=0.444060
epoch:=17200 ,test_acc:=0.446802
epoch:=17300 ,test_acc:=0.442765
epoch:=17400 ,test_acc:=0.435060 ModelSave!
epoch:=17500 ,test_acc:=0.439070
epoch:=17600 ,test_acc:=0.446860
epoch:=17700 ,test_acc:=0.434681 ModelSave!
epoch:=17800 ,test_acc:=0.469781
epoch:=17900 ,test_acc:=0.441264
epoch:=18000 ,test_acc:=0.433214 ModelSave!
epoch:=18100 ,test_acc:=0.433253
epoch:=18200 ,test_acc:=0.432502 ModelSave!
epoch:=18300 ,test_acc:=0.440328
epoch:=18400 ,test_acc:=0.437147
epoch:=18500 ,test_acc:=0.444942
epoch:=18600 ,test_acc:=0.438597
epoch:=18700 ,test_acc:=0.442136
epoch:=18800 ,test_acc:=0.429717 ModelSave!
epoch:=18900 ,test_acc:=0.439003
epoch:=19000 ,test_acc:=0.438351
epoch:=19100 ,test_acc:=0.430881
epoch:=19200 ,test_acc:=0.444455
epoch:=19300 ,test_acc:=0.428596 ModelSave!
epoch:=19400 ,test_acc:=0.432868
epoch:=19500 ,test_acc:=0.430315
epoch:=19600 ,test_acc:=0.440350
epoch:=19700 ,test_acc:=0.440683
epoch:=19800 ,test_acc:=0.429808
epoch:=19900 ,test_acc:=0.427579 ModelSave!
epoch:=20000 ,test_acc:=0.445394
epoch:=20100 ,test_acc:=0.445360
epoch:=20200 ,test_acc:=0.428512
epoch:=20300 ,test_acc:=0.433326
epoch:=20400 ,test_acc:=0.441434
epoch:=20500 ,test_acc:=0.453803
epoch:=20600 ,test_acc:=0.435526
epoch:=20700 ,test_acc:=0.425256 ModelSave!
epoch:=20800 ,test_acc:=0.424144 ModelSave!
epoch:=20900 ,test_acc:=0.431560
epoch:=21000 ,test_acc:=0.425954
epoch:=21100 ,test_acc:=0.428930
epoch:=21200 ,test_acc:=0.447773
epoch:=21300 ,test_acc:=0.424044 ModelSave!
epoch:=21400 ,test_acc:=0.484109
epoch:=21500 ,test_acc:=0.430317
epoch:=21600 ,test_acc:=0.446447
epoch:=21700 ,test_acc:=0.422637 ModelSave!
epoch:=21800 ,test_acc:=0.429861
epoch:=21900 ,test_acc:=0.434878
epoch:=22000 ,test_acc:=0.442669
epoch:=22100 ,test_acc:=0.423819
epoch:=22200 ,test_acc:=0.428838
epoch:=22300 ,test_acc:=0.421703 ModelSave!
epoch:=22400 ,test_acc:=0.420089 ModelSave!
epoch:=22500 ,test_acc:=0.423232
epoch:=22600 ,test_acc:=0.429112
epoch:=22700 ,test_acc:=0.432138
epoch:=22800 ,test_acc:=0.416520 ModelSave!
epoch:=22900 ,test_acc:=0.418778
epoch:=23000 ,test_acc:=0.418422
epoch:=23100 ,test_acc:=0.418754
epoch:=23200 ,test_acc:=0.425991
epoch:=23300 ,test_acc:=0.432046
epoch:=23400 ,test_acc:=0.431610
epoch:=23500 ,test_acc:=0.434174
epoch:=23600 ,test_acc:=0.418327
epoch:=23700 ,test_acc:=0.422777
epoch:=23800 ,test_acc:=0.419161
epoch:=23900 ,test_acc:=0.422537
epoch:=24000 ,test_acc:=0.436375
epoch:=24100 ,test_acc:=0.435157
epoch:=24200 ,test_acc:=0.482794
epoch:=24300 ,test_acc:=0.426862
epoch:=24400 ,test_acc:=0.436605
epoch:=24500 ,test_acc:=0.477886
epoch:=24600 ,test_acc:=0.448419
epoch:=24700 ,test_acc:=0.418657
epoch:=24800 ,test_acc:=0.449129
epoch:=24900 ,test_acc:=0.439035
epoch:=25000 ,test_acc:=0.411541 ModelSave!
epoch:=25100 ,test_acc:=0.420458
epoch:=25200 ,test_acc:=0.426017
epoch:=25300 ,test_acc:=0.420793
epoch:=25400 ,test_acc:=0.413817
epoch:=25500 ,test_acc:=0.424296
epoch:=25600 ,test_acc:=0.431361
epoch:=25700 ,test_acc:=0.431910
epoch:=25800 ,test_acc:=0.455295
epoch:=25900 ,test_acc:=0.414309
epoch:=26000 ,test_acc:=0.428499
epoch:=26100 ,test_acc:=0.408173 ModelSave!
epoch:=26200 ,test_acc:=0.419311
epoch:=26300 ,test_acc:=0.414660
epoch:=26400 ,test_acc:=0.411437
epoch:=26500 ,test_acc:=0.433717
epoch:=26600 ,test_acc:=0.413400
epoch:=26700 ,test_acc:=0.416439
epoch:=26800 ,test_acc:=0.410248
epoch:=26900 ,test_acc:=0.407016 ModelSave!
epoch:=27000 ,test_acc:=0.416185
epoch:=27100 ,test_acc:=0.407179
epoch:=27200 ,test_acc:=0.404021 ModelSave!
epoch:=27300 ,test_acc:=0.404112
epoch:=27400 ,test_acc:=0.468586
epoch:=27500 ,test_acc:=0.412308
epoch:=27600 ,test_acc:=0.408537
epoch:=27700 ,test_acc:=0.411603
epoch:=27800 ,test_acc:=0.419910
epoch:=27900 ,test_acc:=0.410882
epoch:=28000 ,test_acc:=0.403390 ModelSave!
epoch:=28100 ,test_acc:=0.398809 ModelSave!
epoch:=28200 ,test_acc:=0.399832
epoch:=28300 ,test_acc:=0.395589 ModelSave!
epoch:=28400 ,test_acc:=0.399571
epoch:=28500 ,test_acc:=0.397265
epoch:=28600 ,test_acc:=0.460491
epoch:=28700 ,test_acc:=0.403974
epoch:=28800 ,test_acc:=0.442264
epoch:=28900 ,test_acc:=0.428552
epoch:=29000 ,test_acc:=0.426788
epoch:=29100 ,test_acc:=0.395432 ModelSave!
epoch:=29200 ,test_acc:=0.396611
epoch:=29300 ,test_acc:=0.398262
epoch:=29400 ,test_acc:=0.397417
epoch:=29500 ,test_acc:=0.392599 ModelSave!
epoch:=29600 ,test_acc:=0.395359
epoch:=29700 ,test_acc:=0.393826
epoch:=29800 ,test_acc:=0.388822 ModelSave!
epoch:=29900 ,test_acc:=0.399945
epoch:=30000 ,test_acc:=0.386263 ModelSave!
epoch:=30100 ,test_acc:=0.435722
epoch:=30200 ,test_acc:=0.388370
epoch:=30300 ,test_acc:=0.387846
epoch:=30400 ,test_acc:=0.395830
epoch:=30500 ,test_acc:=0.388108
epoch:=30600 ,test_acc:=0.383460 ModelSave!
epoch:=30700 ,test_acc:=0.392022
epoch:=30800 ,test_acc:=0.397944
epoch:=30900 ,test_acc:=0.390031
epoch:=31000 ,test_acc:=0.384007
epoch:=31100 ,test_acc:=0.411545
epoch:=31200 ,test_acc:=0.378492 ModelSave!
epoch:=31300 ,test_acc:=0.376683 ModelSave!
epoch:=31400 ,test_acc:=0.378821
epoch:=31500 ,test_acc:=0.377552
epoch:=31600 ,test_acc:=0.376354 ModelSave!
epoch:=31700 ,test_acc:=0.390625
epoch:=31800 ,test_acc:=0.374244 ModelSave!
epoch:=31900 ,test_acc:=0.392733
epoch:=32000 ,test_acc:=0.373883 ModelSave!
epoch:=32100 ,test_acc:=0.377618
epoch:=32200 ,test_acc:=0.373162 ModelSave!
epoch:=32300 ,test_acc:=0.368350 ModelSave!
epoch:=32400 ,test_acc:=0.378399
epoch:=32500 ,test_acc:=0.373401
epoch:=32600 ,test_acc:=0.373284
epoch:=32700 ,test_acc:=0.369748
epoch:=32800 ,test_acc:=0.367089 ModelSave!
epoch:=32900 ,test_acc:=0.375636
epoch:=33000 ,test_acc:=0.364041 ModelSave!
epoch:=33100 ,test_acc:=0.369760
epoch:=33200 ,test_acc:=0.377104
epoch:=33300 ,test_acc:=0.377348
epoch:=33400 ,test_acc:=0.384458
epoch:=33500 ,test_acc:=0.364032 ModelSave!
epoch:=33600 ,test_acc:=0.361507 ModelSave!
epoch:=33700 ,test_acc:=0.360459 ModelSave!
epoch:=33800 ,test_acc:=0.365071
epoch:=33900 ,test_acc:=0.370023
epoch:=34000 ,test_acc:=0.362755
