epoch:=100 ,test_acc:=255.633134
epoch:=200 ,test_acc:=251.105827
epoch:=300 ,test_acc:=246.635786
epoch:=400 ,test_acc:=242.235835
epoch:=500 ,test_acc:=237.913208
epoch:=600 ,test_acc:=233.662213
epoch:=700 ,test_acc:=229.497046
epoch:=800 ,test_acc:=225.414397
epoch:=900 ,test_acc:=221.409978
epoch:=1000 ,test_acc:=217.474025
epoch:=1100 ,test_acc:=213.615717
epoch:=1200 ,test_acc:=209.830051
epoch:=1300 ,test_acc:=206.104466
epoch:=1400 ,test_acc:=202.447597
epoch:=1500 ,test_acc:=198.858211
epoch:=1600 ,test_acc:=195.320125
epoch:=1700 ,test_acc:=191.839087
epoch:=1800 ,test_acc:=188.418221
epoch:=1900 ,test_acc:=185.062608
epoch:=2000 ,test_acc:=181.751938
epoch:=2100 ,test_acc:=178.496196
epoch:=2200 ,test_acc:=175.295236
epoch:=2300 ,test_acc:=172.156012
epoch:=2400 ,test_acc:=169.059328
epoch:=2500 ,test_acc:=166.004047
epoch:=2600 ,test_acc:=163.011534
epoch:=2700 ,test_acc:=160.067981
epoch:=2800 ,test_acc:=157.167197
epoch:=2900 ,test_acc:=154.315970
epoch:=3000 ,test_acc:=151.505702
epoch:=3100 ,test_acc:=148.750964
epoch:=3200 ,test_acc:=146.026851
epoch:=3300 ,test_acc:=143.352547
epoch:=3400 ,test_acc:=140.713744
epoch:=3500 ,test_acc:=138.118190
epoch:=3600 ,test_acc:=135.563844
epoch:=3700 ,test_acc:=133.051208
epoch:=3800 ,test_acc:=130.573721
epoch:=3900 ,test_acc:=128.148526
epoch:=4000 ,test_acc:=125.757711
epoch:=4100 ,test_acc:=123.393445
epoch:=4200 ,test_acc:=121.068604
epoch:=4300 ,test_acc:=118.790128
epoch:=4400 ,test_acc:=116.538212
epoch:=4500 ,test_acc:=114.328431
epoch:=4600 ,test_acc:=112.165180
epoch:=4700 ,test_acc:=110.021422
epoch:=4800 ,test_acc:=107.918791
epoch:=4900 ,test_acc:=105.842887
epoch:=5000 ,test_acc:=103.814553
epoch:=5100 ,test_acc:=101.799910
epoch:=5200 ,test_acc:=99.830624
epoch:=5300 ,test_acc:=97.889726
epoch:=5400 ,test_acc:=95.984306
epoch:=5500 ,test_acc:=94.110963
epoch:=5600 ,test_acc:=92.273539
epoch:=5700 ,test_acc:=90.462477
epoch:=5800 ,test_acc:=88.677679
epoch:=5900 ,test_acc:=86.921487
epoch:=6000 ,test_acc:=85.202320
epoch:=6100 ,test_acc:=83.506828
epoch:=6200 ,test_acc:=81.844410
epoch:=6300 ,test_acc:=80.194489
epoch:=6400 ,test_acc:=78.585639
epoch:=6500 ,test_acc:=77.004740
epoch:=6600 ,test_acc:=75.439632
epoch:=6700 ,test_acc:=73.901185
epoch:=6800 ,test_acc:=72.396919
epoch:=6900 ,test_acc:=70.921163
epoch:=7000 ,test_acc:=69.474049
epoch:=7100 ,test_acc:=68.042941
