epoch:=100 ,test_acc:=255.673772
epoch:=200 ,test_acc:=251.175734
epoch:=300 ,test_acc:=246.745218
epoch:=400 ,test_acc:=242.396948
epoch:=500 ,test_acc:=238.133311
epoch:=600 ,test_acc:=233.939514
epoch:=700 ,test_acc:=229.855536
epoch:=800 ,test_acc:=225.851814
epoch:=900 ,test_acc:=221.915059
epoch:=1000 ,test_acc:=218.059691
epoch:=1100 ,test_acc:=214.277065
epoch:=1200 ,test_acc:=210.575311
epoch:=1300 ,test_acc:=206.938007
epoch:=1400 ,test_acc:=203.368863
epoch:=1500 ,test_acc:=199.857182
epoch:=1600 ,test_acc:=196.411475
epoch:=1700 ,test_acc:=193.013628
epoch:=1800 ,test_acc:=189.675771
epoch:=1900 ,test_acc:=186.400551
epoch:=2000 ,test_acc:=183.173843
epoch:=2100 ,test_acc:=180.002780
epoch:=2200 ,test_acc:=176.874289
epoch:=2300 ,test_acc:=173.810895
epoch:=2400 ,test_acc:=170.783749
epoch:=2500 ,test_acc:=167.810493
epoch:=2600 ,test_acc:=164.888065
epoch:=2700 ,test_acc:=162.010582
epoch:=2800 ,test_acc:=159.169286
epoch:=2900 ,test_acc:=156.373991
epoch:=3000 ,test_acc:=153.625421
epoch:=3100 ,test_acc:=150.911949
epoch:=3200 ,test_acc:=148.246915
epoch:=3300 ,test_acc:=145.616708
epoch:=3400 ,test_acc:=143.026454
epoch:=3500 ,test_acc:=140.472972
epoch:=3600 ,test_acc:=137.967499
epoch:=3700 ,test_acc:=135.497130
epoch:=3800 ,test_acc:=133.059308
epoch:=3900 ,test_acc:=130.673413
epoch:=4000 ,test_acc:=128.309369
epoch:=4100 ,test_acc:=125.988200
epoch:=4200 ,test_acc:=123.701440
epoch:=4300 ,test_acc:=121.464510
epoch:=4400 ,test_acc:=119.248244
epoch:=4500 ,test_acc:=117.065100
epoch:=4600 ,test_acc:=114.930595
epoch:=4700 ,test_acc:=112.820127
epoch:=4800 ,test_acc:=110.746319
epoch:=4900 ,test_acc:=108.708127
epoch:=5000 ,test_acc:=106.700135
epoch:=5100 ,test_acc:=104.731741
epoch:=5200 ,test_acc:=102.784207
epoch:=5300 ,test_acc:=100.876225
epoch:=5400 ,test_acc:=98.997168
epoch:=5500 ,test_acc:=97.145865
epoch:=5600 ,test_acc:=95.336626
epoch:=5700 ,test_acc:=93.551477
epoch:=5800 ,test_acc:=91.786217
epoch:=5900 ,test_acc:=90.071358
