epoch:=100 ,test_acc:=256.300107
epoch:=200 ,test_acc:=251.866457
epoch:=300 ,test_acc:=247.487166
epoch:=400 ,test_acc:=243.166058
epoch:=500 ,test_acc:=238.904759
epoch:=600 ,test_acc:=234.709274
epoch:=700 ,test_acc:=230.569745
epoch:=800 ,test_acc:=226.485075
epoch:=900 ,test_acc:=222.468178
epoch:=1000 ,test_acc:=218.519420
epoch:=1100 ,test_acc:=214.635094
epoch:=1200 ,test_acc:=210.823326
epoch:=1300 ,test_acc:=207.068532
epoch:=1400 ,test_acc:=203.374208
epoch:=1500 ,test_acc:=199.752115
epoch:=1600 ,test_acc:=196.176961
epoch:=1700 ,test_acc:=192.673888
epoch:=1800 ,test_acc:=189.213452
epoch:=1900 ,test_acc:=185.835078
epoch:=2000 ,test_acc:=182.519339
epoch:=2100 ,test_acc:=179.239330
epoch:=2200 ,test_acc:=176.020413
epoch:=2300 ,test_acc:=172.851399
epoch:=2400 ,test_acc:=169.735970
epoch:=2500 ,test_acc:=166.664035
epoch:=2600 ,test_acc:=163.659262
epoch:=2700 ,test_acc:=160.698097
epoch:=2800 ,test_acc:=157.772450
epoch:=2900 ,test_acc:=154.888763
epoch:=3000 ,test_acc:=152.070422
epoch:=3100 ,test_acc:=149.269583
epoch:=3200 ,test_acc:=146.514607
epoch:=3300 ,test_acc:=143.824767
epoch:=3400 ,test_acc:=141.161729
epoch:=3500 ,test_acc:=138.555771
epoch:=3600 ,test_acc:=135.991556
epoch:=3700 ,test_acc:=133.445839
epoch:=3800 ,test_acc:=130.947289
epoch:=3900 ,test_acc:=128.502238
epoch:=4000 ,test_acc:=126.071230
epoch:=4100 ,test_acc:=123.693069
epoch:=4200 ,test_acc:=121.356344
epoch:=4300 ,test_acc:=119.050867
epoch:=4400 ,test_acc:=116.783627
epoch:=4500 ,test_acc:=114.547874
epoch:=4600 ,test_acc:=112.371733
epoch:=4700 ,test_acc:=110.199161
epoch:=4800 ,test_acc:=108.095485
epoch:=4900 ,test_acc:=105.996055
epoch:=5000 ,test_acc:=103.950144
epoch:=5100 ,test_acc:=101.942349
epoch:=5200 ,test_acc:=99.967755
epoch:=5300 ,test_acc:=97.991221
epoch:=5400 ,test_acc:=96.078752
epoch:=5500 ,test_acc:=94.191894
epoch:=5600 ,test_acc:=92.359354
epoch:=5700 ,test_acc:=90.517871
epoch:=5800 ,test_acc:=88.711613
epoch:=5900 ,test_acc:=86.957205
epoch:=6000 ,test_acc:=85.216585
epoch:=6100 ,test_acc:=83.507845
epoch:=6200 ,test_acc:=81.843957
epoch:=6300 ,test_acc:=80.204524
epoch:=6400 ,test_acc:=78.576173
epoch:=6500 ,test_acc:=76.975261
epoch:=6600 ,test_acc:=75.417569
epoch:=6700 ,test_acc:=73.900536
epoch:=6800 ,test_acc:=72.384321
epoch:=6900 ,test_acc:=70.903034
epoch:=7000 ,test_acc:=69.411371
epoch:=7100 ,test_acc:=67.984493
epoch:=7200 ,test_acc:=66.574255
epoch:=7300 ,test_acc:=65.205590
epoch:=7400 ,test_acc:=63.836207
epoch:=7500 ,test_acc:=62.509679
epoch:=7600 ,test_acc:=61.186806
epoch:=7700 ,test_acc:=59.908635
epoch:=7800 ,test_acc:=58.659559
epoch:=7900 ,test_acc:=57.410275
epoch:=8000 ,test_acc:=56.196525
epoch:=8100 ,test_acc:=55.011129
epoch:=8200 ,test_acc:=53.834079
epoch:=8300 ,test_acc:=52.673888
epoch:=8400 ,test_acc:=51.548188
epoch:=8500 ,test_acc:=50.436527
epoch:=8600 ,test_acc:=49.352134
epoch:=8700 ,test_acc:=48.286961
epoch:=8800 ,test_acc:=47.241730
epoch:=8900 ,test_acc:=46.211802
epoch:=9000 ,test_acc:=45.202005
epoch:=9100 ,test_acc:=44.210214
epoch:=9200 ,test_acc:=43.252673
epoch:=9300 ,test_acc:=42.286467
epoch:=9400 ,test_acc:=41.344240
epoch:=9500 ,test_acc:=40.484330
epoch:=9600 ,test_acc:=39.561945
epoch:=9700 ,test_acc:=38.672839
epoch:=9800 ,test_acc:=37.805352
epoch:=9900 ,test_acc:=36.963807
