epoch:=100 ,test_acc:=255.835434
epoch:=200 ,test_acc:=251.292007
epoch:=300 ,test_acc:=246.850998
epoch:=400 ,test_acc:=242.524261
epoch:=500 ,test_acc:=238.288589
epoch:=600 ,test_acc:=234.139069
epoch:=700 ,test_acc:=230.066101
epoch:=800 ,test_acc:=226.056458
epoch:=900 ,test_acc:=222.171356
epoch:=1000 ,test_acc:=218.344986
epoch:=1100 ,test_acc:=214.559738
epoch:=1200 ,test_acc:=210.850922
epoch:=1300 ,test_acc:=207.251297
epoch:=1400 ,test_acc:=203.646347
epoch:=1500 ,test_acc:=200.152374
epoch:=1600 ,test_acc:=196.681122
epoch:=1700 ,test_acc:=193.317078
epoch:=1800 ,test_acc:=189.982040
epoch:=1900 ,test_acc:=186.686905
epoch:=2000 ,test_acc:=183.454590
epoch:=2100 ,test_acc:=180.266403
epoch:=2200 ,test_acc:=177.158676
epoch:=2300 ,test_acc:=174.119278
epoch:=2400 ,test_acc:=171.081726
epoch:=2500 ,test_acc:=168.115509
epoch:=2600 ,test_acc:=165.184052
epoch:=2700 ,test_acc:=162.301865
epoch:=2800 ,test_acc:=159.504486
epoch:=2900 ,test_acc:=156.693665
epoch:=3000 ,test_acc:=153.935013
epoch:=3100 ,test_acc:=151.236877
epoch:=3200 ,test_acc:=148.595291
epoch:=3300 ,test_acc:=145.957291
epoch:=3400 ,test_acc:=143.379501
epoch:=3500 ,test_acc:=140.830475
epoch:=3600 ,test_acc:=138.320496
epoch:=3700 ,test_acc:=135.864304
epoch:=3800 ,test_acc:=133.463501
epoch:=3900 ,test_acc:=131.069199
epoch:=4000 ,test_acc:=128.703781
epoch:=4100 ,test_acc:=126.406700
epoch:=4200 ,test_acc:=124.109161
epoch:=4300 ,test_acc:=121.854340
epoch:=4400 ,test_acc:=119.654503
epoch:=4500 ,test_acc:=117.460381
epoch:=4600 ,test_acc:=115.316185
epoch:=4700 ,test_acc:=113.196663
epoch:=4800 ,test_acc:=111.133423
epoch:=4900 ,test_acc:=109.111374
epoch:=5000 ,test_acc:=107.062973
epoch:=5100 ,test_acc:=105.065910
epoch:=5200 ,test_acc:=103.154129
epoch:=5300 ,test_acc:=101.224197
epoch:=5400 ,test_acc:=99.340897
epoch:=5500 ,test_acc:=97.484543
epoch:=5600 ,test_acc:=95.682243
epoch:=5700 ,test_acc:=93.865761
epoch:=5800 ,test_acc:=92.108536
epoch:=5900 ,test_acc:=90.377571
epoch:=6000 ,test_acc:=88.652855
epoch:=6100 ,test_acc:=86.993095
epoch:=6200 ,test_acc:=85.359306
epoch:=6300 ,test_acc:=83.736343
epoch:=6400 ,test_acc:=82.108803
epoch:=6500 ,test_acc:=80.551903
epoch:=6600 ,test_acc:=78.991325
epoch:=6700 ,test_acc:=77.475975
epoch:=6800 ,test_acc:=75.996117
epoch:=6900 ,test_acc:=74.514709
