epoch:=100 ,test_acc:=4.821743
epoch:=200 ,test_acc:=1.645668 ModelSave!
epoch:=300 ,test_acc:=0.979575 ModelSave!
epoch:=400 ,test_acc:=0.785116 ModelSave!
epoch:=500 ,test_acc:=0.722245 ModelSave!
epoch:=600 ,test_acc:=0.694207 ModelSave!
epoch:=700 ,test_acc:=0.680108 ModelSave!
epoch:=800 ,test_acc:=0.675230 ModelSave!
epoch:=900 ,test_acc:=0.673067 ModelSave!
epoch:=1000 ,test_acc:=0.672492 ModelSave!
epoch:=1100 ,test_acc:=0.672326 ModelSave!
epoch:=1200 ,test_acc:=0.672472
epoch:=1300 ,test_acc:=0.672831
epoch:=1400 ,test_acc:=0.673531
epoch:=1500 ,test_acc:=0.674125
epoch:=1600 ,test_acc:=0.675112
epoch:=1700 ,test_acc:=0.675948
epoch:=1800 ,test_acc:=0.675445
epoch:=1900 ,test_acc:=0.675994
epoch:=2000 ,test_acc:=0.677292
epoch:=2100 ,test_acc:=0.677328
epoch:=2200 ,test_acc:=0.676063
epoch:=2300 ,test_acc:=0.674768
epoch:=2400 ,test_acc:=0.674408
epoch:=2500 ,test_acc:=0.675015
epoch:=2600 ,test_acc:=0.674193
epoch:=2700 ,test_acc:=0.674750
epoch:=2800 ,test_acc:=0.671889 ModelSave!
epoch:=2900 ,test_acc:=0.671173 ModelSave!
epoch:=3000 ,test_acc:=0.673383
epoch:=3100 ,test_acc:=0.672271
epoch:=3200 ,test_acc:=0.670263 ModelSave!
epoch:=3300 ,test_acc:=0.669142 ModelSave!
epoch:=3400 ,test_acc:=0.670262
epoch:=3500 ,test_acc:=0.665358 ModelSave!
epoch:=3600 ,test_acc:=0.663689 ModelSave!
epoch:=3700 ,test_acc:=0.659596 ModelSave!
epoch:=3800 ,test_acc:=0.660260
epoch:=3900 ,test_acc:=0.661823
epoch:=4000 ,test_acc:=0.657204 ModelSave!
epoch:=4100 ,test_acc:=0.653839 ModelSave!
epoch:=4200 ,test_acc:=0.649886 ModelSave!
epoch:=4300 ,test_acc:=0.640739 ModelSave!
epoch:=4400 ,test_acc:=0.633254 ModelSave!
epoch:=4500 ,test_acc:=0.623819 ModelSave!
epoch:=4600 ,test_acc:=0.611590 ModelSave!
epoch:=4700 ,test_acc:=0.565257 ModelSave!
epoch:=4800 ,test_acc:=0.554857 ModelSave!
epoch:=4900 ,test_acc:=0.534535 ModelSave!
epoch:=5000 ,test_acc:=0.550209
epoch:=5100 ,test_acc:=0.543300
epoch:=5200 ,test_acc:=0.553308
epoch:=5300 ,test_acc:=0.564723
epoch:=5400 ,test_acc:=0.558036
epoch:=5500 ,test_acc:=0.553287
epoch:=5600 ,test_acc:=0.539670
epoch:=5700 ,test_acc:=0.561163
epoch:=5800 ,test_acc:=0.542925
epoch:=5900 ,test_acc:=0.542300
epoch:=6000 ,test_acc:=0.567540
epoch:=6100 ,test_acc:=0.568717
epoch:=6200 ,test_acc:=0.537255
epoch:=6300 ,test_acc:=0.534647
epoch:=6400 ,test_acc:=0.548468
epoch:=6500 ,test_acc:=0.564590
epoch:=6600 ,test_acc:=0.551713
epoch:=6700 ,test_acc:=0.539074
epoch:=6800 ,test_acc:=0.594940
epoch:=6900 ,test_acc:=0.543912
epoch:=7000 ,test_acc:=0.582270
epoch:=7100 ,test_acc:=0.561966
epoch:=7200 ,test_acc:=0.540445
epoch:=7300 ,test_acc:=0.552262
epoch:=7400 ,test_acc:=0.563387
epoch:=7500 ,test_acc:=0.557805
epoch:=7600 ,test_acc:=0.565153
epoch:=7700 ,test_acc:=0.562002
epoch:=7800 ,test_acc:=0.549252
epoch:=7900 ,test_acc:=0.538435
epoch:=8000 ,test_acc:=0.562059
epoch:=8100 ,test_acc:=0.562686
epoch:=8200 ,test_acc:=0.548533
epoch:=8300 ,test_acc:=0.599702
epoch:=8400 ,test_acc:=0.585367
epoch:=8500 ,test_acc:=0.556689
epoch:=8600 ,test_acc:=0.579091
epoch:=8700 ,test_acc:=0.571826
epoch:=8800 ,test_acc:=0.540443
epoch:=8900 ,test_acc:=0.542237
epoch:=9000 ,test_acc:=0.554106
epoch:=9100 ,test_acc:=0.565754
epoch:=9200 ,test_acc:=0.562022
epoch:=9300 ,test_acc:=0.581689
epoch:=9400 ,test_acc:=0.601376
epoch:=9500 ,test_acc:=0.530904 ModelSave!
epoch:=9600 ,test_acc:=0.582706
epoch:=9700 ,test_acc:=0.583495
